id,source,source_fallout_id,error_code,creation_timestamp,due_date,status
'AFOM01006','PNI','PNI56339','ERROR7170','18/03/17 13:12','29/03/17 13:12','CLOSED-SUCCESSFUL'
'AFOM01007','COM','COM37980','ERROR3350','20/03/17 06:39','31/03/17 06:39','STARTED'
'AFOM01008','COM','COM42900','ERROR7079','14/03/17 10:01','25/03/17 10:01','CREATED'
'AFOM01009','PNI','PNI92308','ERROR6998','17/03/17 15:02','28/03/17 15:02','STARTED'
'AFOM01010','PNI','PNI35930','ERROR5141','22/03/17 00:56','02/04/17 00:56','CLOSED-SUCCESSFUL'
'AFOM01011','COM','COM56719','ERROR3340','14/03/17 09:03','25/03/17 09:03','CREATED'
'AFOM01012','COM','COM57237','ERROR3001','14/03/17 12:22','25/03/17 12:22','STARTED'
'AFOM01013','ORDERMANAGER','ORDERMANAGER37575','ERROR5427','13/03/17 20:40','24/03/17 20:40','CLOSED-SUCCESSFUL'
'AFOM01014','COM','COM44565','ERROR8530','22/03/17 11:35','02/04/17 11:35','STARTED'
'AFOM01015','COM','COM30877','ERROR4072','22/03/17 13:51','02/04/17 13:51','CLOSED-SUCCESSFUL'
'AFOM01016','COM','COM77602','ERROR6851','19/03/17 20:35','30/03/17 20:35','CLOSED-SUCCESSFUL'
'AFOM01017','COM','COM20761','ERROR7537','23/03/17 07:29','03/04/17 07:29','STARTED'
'AFOM01018','COM','COM21258','ERROR5845','13/03/17 17:53','24/03/17 17:53','CLOSED-SUCCESSFUL'
'AFOM01019','COM','COM59149','ERROR6234','19/03/17 13:39','30/03/17 13:39','CREATED'
'AFOM01020','COM','COM55055','ERROR4247','22/03/17 17:23','02/04/17 17:23','STARTED'
'AFOM01021','PNI','PNI70191','ERROR1390','16/03/17 07:09','27/03/17 07:09','STARTED'
'AFOM01022','PNI','PNI13681','ERROR2566','17/03/17 18:08','28/03/17 18:08','STARTED'
'AFOM01023','COM','COM21018','ERROR7231','16/03/17 03:18','27/03/17 03:18','CREATED'
'AFOM01024','ORDERMANAGER','ORDERMANAGER48626','ERROR6584','21/03/17 18:41','01/04/17 18:41','CLOSED-SUCCESSFUL'
'AFOM01025','COM','COM89196','ERROR7234','21/03/17 20:07','01/04/17 20:07','CREATED'
'AFOM01026','COM','COM74517','ERROR1639','20/03/17 18:54','31/03/17 18:54','CREATED'
'AFOM01027','PNI','PNI72041','ERROR2725','21/03/17 17:36','01/04/17 17:36','STARTED'
'AFOM01028','PNI','PNI47964','ERROR3358','17/03/17 12:42','28/03/17 12:42','STARTED'
'AFOM01029','PNI','PNI95566','ERROR6677','22/03/17 04:23','02/04/17 04:23','CREATED'
'AFOM01030','PNI','PNI33188','ERROR7689','14/03/17 02:09','25/03/17 02:09','CREATED'
'AFOM01031','COM','COM20308','ERROR1645','15/03/17 11:51','26/03/17 11:51','STARTED'
'AFOM01032','COM','COM55192','ERROR8426','19/03/17 13:02','30/03/17 13:02','CREATED'
'AFOM01033','ORDERMANAGER','ORDERMANAGER76540','ERROR2389','16/03/17 14:47','27/03/17 14:47','CREATED'
'AFOM01034','PNI','PNI58077','ERROR9061','15/03/17 10:13','26/03/17 10:13','CLOSED-SUCCESSFUL'
'AFOM01035','PNI','PNI25028','ERROR3391','19/03/17 19:27','30/03/17 19:27','STARTED'
'AFOM01036','ORDERMANAGER','ORDERMANAGER37428','ERROR9201','22/03/17 08:58','02/04/17 08:58','STARTED'
'AFOM01037','COM','COM83734','ERROR8934','21/03/17 12:42','01/04/17 12:42','STARTED'
'AFOM01038','COM','COM79117','ERROR9309','17/03/17 12:39','28/03/17 12:39','CLOSED-SUCCESSFUL'
'AFOM01039','COM','COM33089','ERROR8820','15/03/17 05:27','26/03/17 05:27','CREATED'
'AFOM01040','COM','COM86844','ERROR8771','22/03/17 18:23','02/04/17 18:23','CLOSED-SUCCESSFUL'
'AFOM01041','PNI','PNI41239','ERROR5881','18/03/17 12:28','29/03/17 12:28','CLOSED-SUCCESSFUL'
'AFOM01042','ORDERMANAGER','ORDERMANAGER53262','ERROR5477','20/03/17 18:47','31/03/17 18:47','STARTED'
'AFOM01043','PNI','PNI58994','ERROR9548','14/03/17 18:17','25/03/17 18:17','STARTED'
'AFOM01044','ORDERMANAGER','ORDERMANAGER43806','ERROR6871','14/03/17 18:12','25/03/17 18:12','CLOSED-SUCCESSFUL'
'AFOM01045','COM','COM32815','ERROR9392','19/03/17 00:05','30/03/17 00:05','STARTED'
'AFOM01046','COM','COM86476','ERROR4197','21/03/17 13:56','01/04/17 13:56','CREATED'
'AFOM01047','PNI','PNI21145','ERROR3743','22/03/17 22:22','02/04/17 22:22','CREATED'
'AFOM01048','ORDERMANAGER','ORDERMANAGER69488','ERROR9717','14/03/17 23:36','25/03/17 23:36','CREATED'
'AFOM01049','PNI','PNI14272','ERROR2705','16/03/17 10:01','27/03/17 10:01','CLOSED-SUCCESSFUL'
'AFOM01050','PNI','PNI50207','ERROR7648','17/03/17 19:09','28/03/17 19:09','STARTED'
'AFOM01051','PNI','PNI50484','ERROR7805','22/03/17 07:31','02/04/17 07:31','STARTED'
'AFOM01052','COM','COM3551','ERROR1498','14/03/17 06:54','25/03/17 06:54','STARTED'
'AFOM01053','COM','COM46857','ERROR1990','21/03/17 05:42','01/04/17 05:42','CLOSED-SUCCESSFUL'
'AFOM01054','COM','COM81436','ERROR6938','15/03/17 20:45','26/03/17 20:45','STARTED'
'AFOM01055','ORDERMANAGER','ORDERMANAGER2380','ERROR3906','20/03/17 01:54','31/03/17 01:54','CREATED'
'AFOM01056','COM','COM22697','ERROR7515','20/03/17 09:11','31/03/17 09:11','STARTED'
'AFOM01057','ORDERMANAGER','ORDERMANAGER41092','ERROR8838','19/03/17 22:06','30/03/17 22:06','STARTED'
'AFOM01058','COM','COM45704','ERROR7739','21/03/17 13:30','01/04/17 13:30','STARTED'
'AFOM01059','COM','COM35234','ERROR3022','17/03/17 13:27','28/03/17 13:27','CREATED'
'AFOM01060','ORDERMANAGER','ORDERMANAGER52853','ERROR7362','21/03/17 23:27','01/04/17 23:27','CREATED'
'AFOM01061','ORDERMANAGER','ORDERMANAGER82854','ERROR5122','20/03/17 06:48','31/03/17 06:48','CLOSED-SUCCESSFUL'
'AFOM01062','ORDERMANAGER','ORDERMANAGER50073','ERROR4571','18/03/17 21:17','29/03/17 21:17','CLOSED-SUCCESSFUL'
'AFOM01063','ORDERMANAGER','ORDERMANAGER6164','ERROR7197','22/03/17 18:52','02/04/17 18:52','STARTED'
'AFOM01064','ORDERMANAGER','ORDERMANAGER61369','ERROR8903','14/03/17 07:05','25/03/17 07:05','CLOSED-SUCCESSFUL'
'AFOM01065','PNI','PNI97367','ERROR3267','16/03/17 23:04','27/03/17 23:04','CREATED'
'AFOM01066','PNI','PNI38064','ERROR3385','22/03/17 03:39','02/04/17 03:39','CLOSED-SUCCESSFUL'
'AFOM01067','ORDERMANAGER','ORDERMANAGER84321','ERROR7659','15/03/17 15:57','26/03/17 15:57','CLOSED-SUCCESSFUL'
'AFOM01068','COM','COM19864','ERROR2669','21/03/17 05:02','01/04/17 05:02','STARTED'
'AFOM01069','PNI','PNI71871','ERROR5079','19/03/17 23:03','30/03/17 23:03','CLOSED-SUCCESSFUL'
'AFOM01070','PNI','PNI22881','ERROR5998','18/03/17 14:18','29/03/17 14:18','CLOSED-SUCCESSFUL'
'AFOM01071','PNI','PNI54533','ERROR7442','19/03/17 19:51','30/03/17 19:51','CLOSED-SUCCESSFUL'
'AFOM01072','COM','COM91106','ERROR8991','15/03/17 14:24','26/03/17 14:24','CREATED'
'AFOM01073','ORDERMANAGER','ORDERMANAGER99364','ERROR3347','15/03/17 14:01','26/03/17 14:01','CREATED'
'AFOM01074','ORDERMANAGER','ORDERMANAGER6577','ERROR1288','21/03/17 06:26','01/04/17 06:26','CLOSED-SUCCESSFUL'
'AFOM01075','PNI','PNI40685','ERROR3681','16/03/17 16:59','27/03/17 16:59','CREATED'
'AFOM01076','PNI','PNI76486','ERROR9007','23/03/17 06:51','03/04/17 06:51','STARTED'
'AFOM01077','ORDERMANAGER','ORDERMANAGER85843','ERROR5562','16/03/17 10:27','27/03/17 10:27','STARTED'
'AFOM01078','ORDERMANAGER','ORDERMANAGER72562','ERROR1719','16/03/17 04:02','27/03/17 04:02','STARTED'
'AFOM01079','COM','COM14251','ERROR7558','17/03/17 07:29','28/03/17 07:29','CLOSED-SUCCESSFUL'
'AFOM01080','ORDERMANAGER','ORDERMANAGER57708','ERROR5041','20/03/17 23:18','31/03/17 23:18','CREATED'
'AFOM01081','COM','COM38215','ERROR7344','23/03/17 09:13','03/04/17 09:13','CREATED'
'AFOM01082','ORDERMANAGER','ORDERMANAGER80160','ERROR1545','14/03/17 07:39','25/03/17 07:39','CLOSED-SUCCESSFUL'
'AFOM01083','ORDERMANAGER','ORDERMANAGER91497','ERROR2986','21/03/17 12:12','01/04/17 12:12','STARTED'
'AFOM01084','PNI','PNI61834','ERROR9285','21/03/17 06:44','01/04/17 06:44','CREATED'
'AFOM01085','PNI','PNI61961','ERROR6773','23/03/17 06:12','03/04/17 06:12','STARTED'
'AFOM01086','COM','COM19623','ERROR1629','14/03/17 12:25','25/03/17 12:25','CLOSED-SUCCESSFUL'
'AFOM01087','COM','COM55973','ERROR4069','20/03/17 01:51','31/03/17 01:51','CREATED'
'AFOM01088','PNI','PNI28420','ERROR5465','22/03/17 06:38','02/04/17 06:38','CLOSED-SUCCESSFUL'
'AFOM01089','COM','COM7801','ERROR5021','16/03/17 16:27','27/03/17 16:27','CLOSED-SUCCESSFUL'
'AFOM01090','COM','COM52855','ERROR2340','21/03/17 11:17','01/04/17 11:17','CLOSED-SUCCESSFUL'
'AFOM01091','COM','COM24450','ERROR4541','17/03/17 16:20','28/03/17 16:20','CREATED'
'AFOM01092','COM','COM33457','ERROR7826','16/03/17 17:48','27/03/17 17:48','CREATED'
'AFOM01093','ORDERMANAGER','ORDERMANAGER31933','ERROR9999','16/03/17 01:45','27/03/17 01:45','CLOSED-SUCCESSFUL'
'AFOM01094','PNI','PNI41375','ERROR2843','19/03/17 10:22','30/03/17 10:22','STARTED'
'AFOM01095','COM','COM43559','ERROR9848','17/03/17 05:38','28/03/17 05:38','STARTED'
'AFOM01096','COM','COM12896','ERROR2603','16/03/17 23:44','27/03/17 23:44','CLOSED-SUCCESSFUL'
'AFOM01097','COM','COM36684','ERROR8951','14/03/17 14:40','25/03/17 14:40','CLOSED-SUCCESSFUL'
'AFOM01098','PNI','PNI82697','ERROR7530','17/03/17 02:26','28/03/17 02:26','STARTED'
'AFOM01099','PNI','PNI25469','ERROR6282','17/03/17 09:29','28/03/17 09:29','STARTED'
'AFOM01100','ORDERMANAGER','ORDERMANAGER85296','ERROR1941','20/03/17 09:30','31/03/17 09:30','STARTED'
'AFOM01101','PNI','PNI74990','ERROR5707','19/03/17 11:21','30/03/17 11:21','STARTED'
'AFOM01102','COM','COM26197','ERROR7439','16/03/17 12:13','27/03/17 12:13','STARTED'
'AFOM01103','PNI','PNI54669','ERROR1966','23/03/17 02:20','03/04/17 02:20','CREATED'
'AFOM01104','ORDERMANAGER','ORDERMANAGER13581','ERROR6727','15/03/17 15:44','26/03/17 15:44','CREATED'
'AFOM01105','COM','COM26849','ERROR8265','15/03/17 16:36','26/03/17 16:36','CREATED'
'AFOM01106','COM','COM88968','ERROR7158','20/03/17 07:02','31/03/17 07:02','CLOSED-SUCCESSFUL'
'AFOM01107','COM','COM32358','ERROR9298','17/03/17 10:47','28/03/17 10:47','STARTED'
'AFOM01108','ORDERMANAGER','ORDERMANAGER58725','ERROR1648','15/03/17 01:32','26/03/17 01:32','CREATED'
'AFOM01109','COM','COM18222','ERROR9841','18/03/17 21:00','29/03/17 21:00','CLOSED-SUCCESSFUL'
'AFOM01110','PNI','PNI94636','ERROR1978','21/03/17 06:18','01/04/17 06:18','CLOSED-SUCCESSFUL'
'AFOM01111','PNI','PNI39178','ERROR3581','17/03/17 12:32','28/03/17 12:32','CLOSED-SUCCESSFUL'
'AFOM01112','COM','COM89759','ERROR7967','17/03/17 08:28','28/03/17 08:28','CLOSED-SUCCESSFUL'
'AFOM01113','PNI','PNI39498','ERROR9681','19/03/17 14:43','30/03/17 14:43','CREATED'
'AFOM01114','COM','COM31454','ERROR1585','15/03/17 07:30','26/03/17 07:30','CLOSED-SUCCESSFUL'
'AFOM01115','ORDERMANAGER','ORDERMANAGER82194','ERROR9173','18/03/17 19:16','29/03/17 19:16','STARTED'
'AFOM01116','COM','COM1009','ERROR5729','15/03/17 06:16','26/03/17 06:16','STARTED'
'AFOM01117','PNI','PNI14255','ERROR4492','18/03/17 05:45','29/03/17 05:45','STARTED'
'AFOM01118','PNI','PNI88162','ERROR5571','23/03/17 03:53','03/04/17 03:53','CLOSED-SUCCESSFUL'
'AFOM01119','PNI','PNI86403','ERROR1731','18/03/17 14:44','29/03/17 14:44','CREATED'
'AFOM01120','COM','COM79583','ERROR9956','20/03/17 18:05','31/03/17 18:05','CLOSED-SUCCESSFUL'
'AFOM01121','COM','COM40128','ERROR3107','17/03/17 11:56','28/03/17 11:56','CREATED'
'AFOM01122','PNI','PNI96096','ERROR2218','21/03/17 06:35','01/04/17 06:35','CLOSED-SUCCESSFUL'
'AFOM01123','COM','COM63018','ERROR4690','14/03/17 05:32','25/03/17 05:32','CREATED'
'AFOM01124','COM','COM34476','ERROR5362','16/03/17 09:02','27/03/17 09:02','CREATED'
'AFOM01125','PNI','PNI12546','ERROR4217','21/03/17 08:25','01/04/17 08:25','CLOSED-SUCCESSFUL'
'AFOM01126','COM','COM50302','ERROR8826','14/03/17 23:24','25/03/17 23:24','STARTED'
'AFOM01127','PNI','PNI48946','ERROR9419','21/03/17 04:26','01/04/17 04:26','STARTED'
'AFOM01128','ORDERMANAGER','ORDERMANAGER11358','ERROR3853','21/03/17 18:04','01/04/17 18:04','CLOSED-SUCCESSFUL'
'AFOM01129','COM','COM8332','ERROR2240','16/03/17 11:52','27/03/17 11:52','STARTED'
'AFOM01130','COM','COM65444','ERROR4617','19/03/17 21:32','30/03/17 21:32','CLOSED-SUCCESSFUL'
'AFOM01131','ORDERMANAGER','ORDERMANAGER52823','ERROR2709','20/03/17 12:46','31/03/17 12:46','CLOSED-SUCCESSFUL'
'AFOM01132','COM','COM47696','ERROR4914','19/03/17 14:23','30/03/17 14:23','STARTED'
'AFOM01133','PNI','PNI91080','ERROR5474','18/03/17 18:38','29/03/17 18:38','STARTED'
'AFOM01134','ORDERMANAGER','ORDERMANAGER7095','ERROR6466','20/03/17 22:17','31/03/17 22:17','CLOSED-SUCCESSFUL'
'AFOM01135','PNI','PNI73244','ERROR8704','19/03/17 03:37','30/03/17 03:37','CLOSED-SUCCESSFUL'
'AFOM01136','ORDERMANAGER','ORDERMANAGER74046','ERROR3848','19/03/17 09:28','30/03/17 09:28','STARTED'
'AFOM01137','COM','COM74539','ERROR7028','14/03/17 08:13','25/03/17 08:13','STARTED'
'AFOM01138','PNI','PNI46361','ERROR9256','19/03/17 17:44','30/03/17 17:44','CREATED'
'AFOM01139','ORDERMANAGER','ORDERMANAGER75080','ERROR7987','13/03/17 14:50','24/03/17 14:50','STARTED'
'AFOM01140','PNI','PNI93163','ERROR8633','17/03/17 23:43','28/03/17 23:43','CREATED'
'AFOM01141','ORDERMANAGER','ORDERMANAGER83568','ERROR3419','14/03/17 13:29','25/03/17 13:29','CREATED'
'AFOM01142','PNI','PNI34543','ERROR3321','21/03/17 11:59','01/04/17 11:59','CREATED'
'AFOM01143','PNI','PNI50315','ERROR1808','14/03/17 23:41','25/03/17 23:41','CLOSED-SUCCESSFUL'
'AFOM01144','ORDERMANAGER','ORDERMANAGER14332','ERROR4117','13/03/17 21:39','24/03/17 21:39','CREATED'
'AFOM01145','ORDERMANAGER','ORDERMANAGER69241','ERROR6129','23/03/17 08:23','03/04/17 08:23','STARTED'
'AFOM01146','COM','COM91970','ERROR3200','18/03/17 07:15','29/03/17 07:15','CLOSED-SUCCESSFUL'
'AFOM01147','PNI','PNI36332','ERROR2020','19/03/17 17:21','30/03/17 17:21','CREATED'
'AFOM01148','COM','COM41768','ERROR9376','22/03/17 19:58','02/04/17 19:58','STARTED'
'AFOM01149','ORDERMANAGER','ORDERMANAGER87750','ERROR1849','20/03/17 17:39','31/03/17 17:39','CREATED'
'AFOM01150','COM','COM74488','ERROR3777','17/03/17 11:33','28/03/17 11:33','CLOSED-SUCCESSFUL'
'AFOM01151','ORDERMANAGER','ORDERMANAGER20880','ERROR3630','18/03/17 17:48','29/03/17 17:48','STARTED'
'AFOM01152','PNI','PNI96806','ERROR1919','18/03/17 17:00','29/03/17 17:00','CREATED'
'AFOM01153','ORDERMANAGER','ORDERMANAGER26980','ERROR1882','16/03/17 02:27','27/03/17 02:27','STARTED'
'AFOM01154','ORDERMANAGER','ORDERMANAGER51615','ERROR3278','20/03/17 12:36','31/03/17 12:36','CREATED'
'AFOM01155','COM','COM4809','ERROR3964','16/03/17 00:09','27/03/17 00:09','STARTED'
'AFOM01156','COM','COM2436','ERROR1593','15/03/17 08:59','26/03/17 08:59','CREATED'
'AFOM01157','COM','COM60267','ERROR7612','18/03/17 21:04','29/03/17 21:04','CREATED'
'AFOM01158','COM','COM17167','ERROR2965','22/03/17 00:31','02/04/17 00:31','CLOSED-SUCCESSFUL'
'AFOM01159','PNI','PNI84478','ERROR6877','15/03/17 03:23','26/03/17 03:23','CREATED'
'AFOM01160','ORDERMANAGER','ORDERMANAGER93394','ERROR7031','21/03/17 01:24','01/04/17 01:24','CLOSED-SUCCESSFUL'
'AFOM01161','ORDERMANAGER','ORDERMANAGER98261','ERROR4196','18/03/17 06:25','29/03/17 06:25','CREATED'
'AFOM01162','COM','COM77464','ERROR1604','15/03/17 00:37','26/03/17 00:37','CLOSED-SUCCESSFUL'
'AFOM01163','ORDERMANAGER','ORDERMANAGER64164','ERROR1739','19/03/17 01:05','30/03/17 01:05','CLOSED-SUCCESSFUL'
'AFOM01164','PNI','PNI64074','ERROR3628','17/03/17 23:19','28/03/17 23:19','CREATED'
'AFOM01165','PNI','PNI88322','ERROR3006','17/03/17 23:39','28/03/17 23:39','CREATED'
'AFOM01166','COM','COM17633','ERROR8980','14/03/17 10:09','25/03/17 10:09','CREATED'
'AFOM01167','COM','COM78125','ERROR6989','13/03/17 22:20','24/03/17 22:20','CREATED'
'AFOM01168','COM','COM54730','ERROR2884','14/03/17 09:38','25/03/17 09:38','CLOSED-SUCCESSFUL'
'AFOM01169','PNI','PNI16571','ERROR8965','21/03/17 04:26','01/04/17 04:26','CLOSED-SUCCESSFUL'
'AFOM01170','COM','COM90169','ERROR6793','17/03/17 22:29','28/03/17 22:29','CLOSED-SUCCESSFUL'
'AFOM01171','ORDERMANAGER','ORDERMANAGER21512','ERROR9984','16/03/17 18:49','27/03/17 18:49','STARTED'
'AFOM01172','COM','COM20805','ERROR4807','13/03/17 13:29','24/03/17 13:29','CLOSED-SUCCESSFUL'
'AFOM01173','COM','COM32815','ERROR8953','20/03/17 17:25','31/03/17 17:25','CLOSED-SUCCESSFUL'
'AFOM01174','PNI','PNI50848','ERROR2953','16/03/17 18:08','27/03/17 18:08','CREATED'
'AFOM01175','PNI','PNI29441','ERROR7578','20/03/17 17:27','31/03/17 17:27','STARTED'
'AFOM01176','ORDERMANAGER','ORDERMANAGER76944','ERROR5755','16/03/17 11:07','27/03/17 11:07','CREATED'
'AFOM01177','PNI','PNI7156','ERROR4929','17/03/17 11:40','28/03/17 11:40','STARTED'
'AFOM01178','COM','COM31647','ERROR4919','15/03/17 18:25','26/03/17 18:25','CREATED'
'AFOM01179','PNI','PNI98960','ERROR4335','22/03/17 07:42','02/04/17 07:42','CREATED'
'AFOM01180','COM','COM82239','ERROR6968','22/03/17 01:00','02/04/17 01:00','STARTED'
'AFOM01181','COM','COM15117','ERROR8224','21/03/17 13:12','01/04/17 13:12','STARTED'
'AFOM01182','ORDERMANAGER','ORDERMANAGER66396','ERROR6941','15/03/17 11:06','26/03/17 11:06','CREATED'
'AFOM01183','ORDERMANAGER','ORDERMANAGER41389','ERROR4932','19/03/17 06:02','30/03/17 06:02','CLOSED-SUCCESSFUL'
'AFOM01184','PNI','PNI80297','ERROR7585','23/03/17 00:47','03/04/17 00:47','CREATED'
'AFOM01185','COM','COM81171','ERROR3466','21/03/17 01:27','01/04/17 01:27','CREATED'
'AFOM01186','COM','COM28255','ERROR2542','15/03/17 16:04','26/03/17 16:04','CREATED'
'AFOM01187','COM','COM20217','ERROR4589','16/03/17 06:59','27/03/17 06:59','CREATED'
'AFOM01188','PNI','PNI16102','ERROR7128','19/03/17 09:53','30/03/17 09:53','CLOSED-SUCCESSFUL'
'AFOM01189','PNI','PNI58125','ERROR3824','17/03/17 18:58','28/03/17 18:58','CREATED'
'AFOM01190','COM','COM94409','ERROR9901','14/03/17 03:36','25/03/17 03:36','CLOSED-SUCCESSFUL'
'AFOM01191','ORDERMANAGER','ORDERMANAGER10005','ERROR6391','21/03/17 14:56','01/04/17 14:56','CLOSED-SUCCESSFUL'
'AFOM01192','COM','COM96658','ERROR2267','13/03/17 23:30','24/03/17 23:30','CLOSED-SUCCESSFUL'
'AFOM01193','ORDERMANAGER','ORDERMANAGER94451','ERROR2167','19/03/17 08:54','30/03/17 08:54','STARTED'
'AFOM01194','ORDERMANAGER','ORDERMANAGER54375','ERROR6351','19/03/17 03:17','30/03/17 03:17','CREATED'
'AFOM01195','ORDERMANAGER','ORDERMANAGER29650','ERROR5014','21/03/17 14:06','01/04/17 14:06','CREATED'
'AFOM01196','PNI','PNI9478','ERROR8820','14/03/17 16:20','25/03/17 16:20','CLOSED-SUCCESSFUL'
'AFOM01197','PNI','PNI66864','ERROR9935','14/03/17 03:23','25/03/17 03:23','CREATED'
'AFOM01198','PNI','PNI43758','ERROR1384','15/03/17 01:09','26/03/17 01:09','STARTED'
'AFOM01199','COM','COM25466','ERROR2909','16/03/17 15:25','27/03/17 15:25','CLOSED-SUCCESSFUL'
'AFOM01200','PNI','PNI57426','ERROR8570','15/03/17 19:26','26/03/17 19:26','CREATED'
'AFOM01201','ORDERMANAGER','ORDERMANAGER56768','ERROR8804','18/03/17 02:35','29/03/17 02:35','CREATED'
'AFOM01202','COM','COM69652','ERROR1471','20/03/17 02:34','31/03/17 02:34','STARTED'
'AFOM01203','PNI','PNI9487','ERROR4579','15/03/17 05:25','26/03/17 05:25','CREATED'
'AFOM01204','ORDERMANAGER','ORDERMANAGER67173','ERROR6897','20/03/17 15:28','31/03/17 15:28','CLOSED-SUCCESSFUL'
'AFOM01205','ORDERMANAGER','ORDERMANAGER57116','ERROR1786','15/03/17 10:14','26/03/17 10:14','STARTED'
'AFOM01206','COM','COM16212','ERROR5270','21/03/17 13:19','01/04/17 13:19','CLOSED-SUCCESSFUL'
'AFOM01207','ORDERMANAGER','ORDERMANAGER76608','ERROR9228','16/03/17 18:54','27/03/17 18:54','CREATED'
'AFOM01208','PNI','PNI99250','ERROR6963','16/03/17 11:23','27/03/17 11:23','STARTED'
'AFOM01209','ORDERMANAGER','ORDERMANAGER78715','ERROR9534','15/03/17 17:47','26/03/17 17:47','CREATED'
'AFOM01210','ORDERMANAGER','ORDERMANAGER80635','ERROR6732','15/03/17 08:00','26/03/17 08:00','CLOSED-SUCCESSFUL'
'AFOM01211','COM','COM88619','ERROR4259','14/03/17 14:41','25/03/17 14:41','STARTED'
'AFOM01212','PNI','PNI91443','ERROR7871','13/03/17 16:50','24/03/17 16:50','CLOSED-SUCCESSFUL'
'AFOM01213','PNI','PNI85117','ERROR1659','20/03/17 19:32','31/03/17 19:32','CLOSED-SUCCESSFUL'
'AFOM01214','COM','COM50579','ERROR5198','16/03/17 14:37','27/03/17 14:37','STARTED'
'AFOM01215','PNI','PNI31026','ERROR7210','16/03/17 04:37','27/03/17 04:37','STARTED'
'AFOM01216','COM','COM51886','ERROR3062','21/03/17 23:48','01/04/17 23:48','STARTED'
'AFOM01217','PNI','PNI10597','ERROR7349','19/03/17 18:13','30/03/17 18:13','CREATED'
'AFOM01218','ORDERMANAGER','ORDERMANAGER44916','ERROR4176','16/03/17 02:01','27/03/17 02:01','CLOSED-SUCCESSFUL'
'AFOM01219','PNI','PNI73539','ERROR5667','13/03/17 21:45','24/03/17 21:45','STARTED'
'AFOM01220','COM','COM53706','ERROR9491','13/03/17 17:44','24/03/17 17:44','CLOSED-SUCCESSFUL'
'AFOM01221','COM','COM15656','ERROR1759','15/03/17 04:27','26/03/17 04:27','STARTED'
'AFOM01222','COM','COM94099','ERROR9749','22/03/17 07:51','02/04/17 07:51','CLOSED-SUCCESSFUL'
'AFOM01223','ORDERMANAGER','ORDERMANAGER82062','ERROR9088','22/03/17 14:35','02/04/17 14:35','CLOSED-SUCCESSFUL'
'AFOM01224','COM','COM91809','ERROR4866','18/03/17 06:09','29/03/17 06:09','STARTED'
'AFOM01225','COM','COM96976','ERROR9185','19/03/17 05:10','30/03/17 05:10','STARTED'
'AFOM01226','ORDERMANAGER','ORDERMANAGER73498','ERROR3444','22/03/17 02:30','02/04/17 02:30','STARTED'
'AFOM01227','PNI','PNI46072','ERROR4594','19/03/17 09:09','30/03/17 09:09','CREATED'
'AFOM01228','ORDERMANAGER','ORDERMANAGER35639','ERROR6386','20/03/17 22:39','31/03/17 22:39','STARTED'
'AFOM01229','PNI','PNI82314','ERROR5798','23/03/17 09:48','03/04/17 09:48','CREATED'
'AFOM01230','ORDERMANAGER','ORDERMANAGER81276','ERROR6057','18/03/17 03:57','29/03/17 03:57','CLOSED-SUCCESSFUL'
'AFOM01231','COM','COM97694','ERROR9119','19/03/17 05:44','30/03/17 05:44','CREATED'
'AFOM01232','COM','COM11268','ERROR1820','21/03/17 18:31','01/04/17 18:31','CLOSED-SUCCESSFUL'
'AFOM01233','ORDERMANAGER','ORDERMANAGER38288','ERROR4479','21/03/17 11:05','01/04/17 11:05','STARTED'
'AFOM01234','PNI','PNI5689','ERROR6193','13/03/17 17:17','24/03/17 17:17','CLOSED-SUCCESSFUL'
'AFOM01235','COM','COM17871','ERROR1167','21/03/17 15:08','01/04/17 15:08','CLOSED-SUCCESSFUL'
'AFOM01236','ORDERMANAGER','ORDERMANAGER56713','ERROR8375','21/03/17 16:37','01/04/17 16:37','CREATED'
'AFOM01237','ORDERMANAGER','ORDERMANAGER5514','ERROR2730','22/03/17 05:33','02/04/17 05:33','CLOSED-SUCCESSFUL'
'AFOM01238','COM','COM46818','ERROR2060','18/03/17 04:52','29/03/17 04:52','CLOSED-SUCCESSFUL'
'AFOM01239','ORDERMANAGER','ORDERMANAGER82645','ERROR9376','14/03/17 03:18','25/03/17 03:18','STARTED'
'AFOM01240','PNI','PNI82110','ERROR4802','23/03/17 07:49','03/04/17 07:49','STARTED'
'AFOM01241','PNI','PNI58087','ERROR5209','20/03/17 20:40','31/03/17 20:40','CLOSED-SUCCESSFUL'
'AFOM01242','ORDERMANAGER','ORDERMANAGER38589','ERROR4401','21/03/17 03:00','01/04/17 03:00','CREATED'
'AFOM01243','COM','COM15663','ERROR2836','15/03/17 19:52','26/03/17 19:52','STARTED'
'AFOM01244','PNI','PNI4709','ERROR2409','22/03/17 21:49','02/04/17 21:49','CLOSED-SUCCESSFUL'
'AFOM01245','PNI','PNI45509','ERROR3888','15/03/17 13:33','26/03/17 13:33','STARTED'
'AFOM01246','PNI','PNI50905','ERROR5411','21/03/17 01:42','01/04/17 01:42','STARTED'
'AFOM01247','ORDERMANAGER','ORDERMANAGER15727','ERROR7617','16/03/17 13:40','27/03/17 13:40','STARTED'
'AFOM01248','ORDERMANAGER','ORDERMANAGER61349','ERROR5017','21/03/17 09:04','01/04/17 09:04','CLOSED-SUCCESSFUL'
