id,fallout_id,property_name,property_value
12038,AFOM03094,APPOINTMENT ID,'APPT0085687'
12039,AFOM03094,CUSTOMER ID,'CUST00034748'
12040,AFOM03095,ERROR DESCRIPTION,'The service type is not defined.'
12041,AFOM03095,LOCATION ID,'LOC000057271'
12042,AFOM03095,ORDER ID,'ORD00073842'
12043,AFOM03095,APPOINTMENT ID,'APPT008896'
12044,AFOM03096,ERROR DESCRIPTION,'There is already an open order for the service.'
12045,AFOM03096,RFS ID,'RFS85537'
12046,AFOM03096,LOCATION ID,'LOC000091248'
12047,AFOM03096,APPOINTMENT ID,'APPT0014006'
12048,AFOM03097,LOCATION ID,'LOC000042959'
12049,AFOM03097,CUSTOMER ID,'CUST00094110'
12051,AFOM03097,ORDER ID,'ORD00043146'
12052,AFOM03098,APPOINTMENT ID,'APPT0082548'
12053,AFOM03098,RFS ID,'RFS58965'
12055,AFOM03098,LOCATION ID,'LOC000051374'
12056,AFOM03099,APPOINTMENT ID,'APPT0092331'
12058,AFOM03099,LOCATION ID,'LOC000026429'
12059,AFOM03100,LOCATION ID,'LOC000086508'
12060,AFOM03100,ERROR DESCRIPTION,'There is already an open order for the service.'
12061,AFOM03100,ORDER ID,'ORD00098600'
12062,AFOM03100,RFS ID,'RFS4862'
12063,AFOM03101,ORDER ID,'ORD00066326'
12064,AFOM03101,ERROR DESCRIPTION,'There is already an open order for the service.'
12065,AFOM03101,LOCATION ID,'LOC000055332'
12067,AFOM03102,RFS ID,'RFS18457'
12068,AFOM03102,APPOINTMENT ID,'APPT0071771'
12069,AFOM03102,ACCESS TYPE,'SATELLITE'
12071,AFOM03103,CUSTOMER ID,'CUST00038132'
12072,AFOM03103,ORDER ID,'ORD00020371'
12074,AFOM03103,ACCESS TYPE,'FTTN'
12075,AFOM03104,LOCATION ID,'LOC000025520'
12076,AFOM03104,RFS ID,'RFS24141'
12077,AFOM03104,CUSTOMER ID,'CUST00019133'
12078,AFOM03104,ORDER ID,'ORD00017544'
12079,AFOM03105,APPOINTMENT ID,'APPT0064434'
12080,AFOM03105,LOCATION ID,'LOC000087095'
12082,AFOM03105,ACCESS TYPE,'SATELLITE'
12083,AFOM03106,ORDER ID,'ORD00044703'
12085,AFOM03106,LOCATION ID,'LOC000019686'
12086,AFOM03106,CUSTOMER ID,'CUST00022923'
12087,AFOM03107,RFS ID,'RFS85907'
12089,AFOM03107,LOCATION ID,'LOC000045739'
12091,AFOM03108,LOCATION ID,'LOC000087581'
12092,AFOM03108,ACCESS TYPE,'SATELLITE'
12094,AFOM03108,ORDER ID,'ORD00093789'
12095,AFOM03109,ORDER ID,'ORD00020613'
12096,AFOM03109,ACCESS TYPE,'FIBER'
12097,AFOM03109,CUSTOMER ID,'CUST00067986'
12098,AFOM03109,ERROR DESCRIPTION,'The service type is not defined.'
12099,AFOM03110,ERROR DESCRIPTION,'Response received from system abc not expected.'
12100,AFOM03110,ORDER ID,'ORD00066618'
12101,AFOM03110,LOCATION ID,'LOC000070324'
12103,AFOM03111,ERROR DESCRIPTION,'Response received from system abc not expected.'
12104,AFOM03111,ORDER ID,'ORD00076378'
12105,AFOM03111,APPOINTMENT ID,'APPT0079433'
12107,AFOM03112,APPOINTMENT ID,'APPT0044873'
12108,AFOM03112,RFS ID,'RFS74633'
12109,AFOM03112,ACCESS TYPE,'FTTN'
12110,AFOM03112,CUSTOMER ID,'CUST00034490'
12111,AFOM03113,LOCATION ID,'LOC000077859'
12113,AFOM03113,ACCESS TYPE,'SATELLITE'
12115,AFOM03114,RFS ID,'RFS35272'
12116,AFOM03114,ORDER ID,'ORD00020149'
12117,AFOM03114,ERROR DESCRIPTION,'There is already an open order for the service.'
12118,AFOM03114,CUSTOMER ID,'CUST0009395'
12119,AFOM03115,LOCATION ID,'LOC000010336'
12120,AFOM03115,APPOINTMENT ID,'APPT0051687'
12122,AFOM03115,ACCESS TYPE,'FTTN'
12123,AFOM03116,LOCATION ID,'LOC000058723'
12124,AFOM03116,APPOINTMENT ID,'APPT0048717'
12125,AFOM03116,ACCESS TYPE,'FTTN'
12126,AFOM03116,ERROR DESCRIPTION,'Response received from system abc not expected.'
12127,AFOM03117,APPOINTMENT ID,'APPT0016420'
12128,AFOM03117,ORDER ID,'ORD0004986'
12131,AFOM03118,ORDER ID,'ORD0004218'
12132,AFOM03118,ERROR DESCRIPTION,'The service type is not defined.'
12133,AFOM03118,CUSTOMER ID,'CUST00099469'
12134,AFOM03119,ORDER ID,'ORD00017762'
12135,AFOM03119,ACCESS TYPE,'FIBER'
12137,AFOM03119,RFS ID,'RFS94082'
12138,AFOM03120,ORDER ID,'ORD00059193'
12139,AFOM03120,CUSTOMER ID,'CUST00028894'
12140,AFOM03120,APPOINTMENT ID,'APPT0083573'
12141,AFOM03120,LOCATION ID,'LOC000086323'
12142,AFOM03121,ACCESS TYPE,'FTTN'
12143,AFOM03121,APPOINTMENT ID,'APPT0065014'
12145,AFOM03121,RFS ID,'RFS87023'
12146,AFOM03122,LOCATION ID,'LOC000055826'
12147,AFOM03122,APPOINTMENT ID,'APPT0096054'
12148,AFOM03122,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12149,AFOM03123,RFS ID,'RFS49482'
12150,AFOM03123,CUSTOMER ID,'CUST00057083'
12151,AFOM03123,APPOINTMENT ID,'APPT007167'
12153,AFOM03124,ORDER ID,'ORD00060214'
12154,AFOM03124,LOCATION ID,'LOC000023627'
12155,AFOM03124,APPOINTMENT ID,'APPT0022742'
12156,AFOM03124,RFS ID,'RFS30379'
12157,AFOM03125,LOCATION ID,'LOC000081682'
12158,AFOM03125,RFS ID,'RFS98223'
12159,AFOM03125,ACCESS TYPE,'FIBER'
12160,AFOM03125,APPOINTMENT ID,'APPT0063672'
12161,AFOM03126,RFS ID,'RFS15736'
12162,AFOM03126,LOCATION ID,'LOC000081951'
12164,AFOM03126,CUSTOMER ID,'CUST00067411'
12165,AFOM03127,RFS ID,'RFS43254'
12166,AFOM03127,LOCATION ID,'LOC000058961'
12168,AFOM03127,ACCESS TYPE,'SATELLITE'
12169,AFOM03128,LOCATION ID,'LOC000087370'
12170,AFOM03128,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12171,AFOM03128,ACCESS TYPE,'FTTN'
12172,AFOM03128,ORDER ID,'ORD00054855'
12173,AFOM03129,RFS ID,'RFS96582'
12174,AFOM03129,ACCESS TYPE,'SATELLITE'
12175,AFOM03129,ORDER ID,'ORD00055741'
12176,AFOM03129,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12177,AFOM03130,ORDER ID,'ORD00089991'
12178,AFOM03130,LOCATION ID,'LOC00001064'
12179,AFOM03130,ACCESS TYPE,'FTTN'
12180,AFOM03130,APPOINTMENT ID,'APPT0032737'
12181,AFOM03131,LOCATION ID,'LOC00003232'
12182,AFOM03131,ORDER ID,'ORD00050732'
12183,AFOM03131,CUSTOMER ID,'CUST00028151'
12184,AFOM03131,APPOINTMENT ID,'APPT0077423'
12185,AFOM03132,APPOINTMENT ID,'APPT0051400'
12186,AFOM03132,CUSTOMER ID,'CUST00048776'
12187,AFOM03132,RFS ID,'RFS12510'
12188,AFOM03133,CUSTOMER ID,'CUST00057886'
12189,AFOM03133,ACCESS TYPE,'SATELLITE'
12190,AFOM03133,LOCATION ID,'LOC000026595'
12192,AFOM03134,APPOINTMENT ID,'APPT0010263'
12194,AFOM03134,CUSTOMER ID,'CUST0003149'
12195,AFOM03134,ERROR DESCRIPTION,'There is already an open order for the service.'
12196,AFOM03135,ACCESS TYPE,'FTTN'
12197,AFOM03135,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12199,AFOM03135,LOCATION ID,'LOC000071070'
12200,AFOM03136,ORDER ID,'ORD00091833'
12201,AFOM03136,LOCATION ID,'LOC000034480'
12202,AFOM03136,APPOINTMENT ID,'APPT0045830'
12203,AFOM03137,CUSTOMER ID,'CUST0009746'
12204,AFOM03137,APPOINTMENT ID,'APPT0053212'
12205,AFOM03137,RFS ID,'RFS91105'
12206,AFOM03137,LOCATION ID,'LOC000097467'
12207,AFOM03138,ACCESS TYPE,'FTTN'
12208,AFOM03138,RFS ID,'RFS87561'
12210,AFOM03138,ORDER ID,'ORD00055751'
12211,AFOM03139,APPOINTMENT ID,'APPT0099868'
12212,AFOM03139,ACCESS TYPE,'FIBER'
12213,AFOM03139,LOCATION ID,'LOC000044049'
12214,AFOM03139,CUSTOMER ID,'CUST00099102'
12215,AFOM03140,RFS ID,'RFS58308'
12216,AFOM03140,CUSTOMER ID,'CUST00053389'
12218,AFOM03140,ORDER ID,'ORD00079137'
12219,AFOM03141,LOCATION ID,'LOC00008181'
12222,AFOM03141,APPOINTMENT ID,'APPT0033597'
12223,AFOM03142,APPOINTMENT ID,'APPT0027459'
12224,AFOM03142,CUSTOMER ID,'CUST00048473'
12227,AFOM03143,RFS ID,'RFS77244'
12229,AFOM03143,LOCATION ID,'LOC000099646'
12230,AFOM03143,ORDER ID,'ORD00026735'
12231,AFOM03144,CUSTOMER ID,'CUST00024759'
12232,AFOM03144,ORDER ID,'ORD00046440'
12233,AFOM03144,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12234,AFOM03144,LOCATION ID,'LOC000099476'
12235,AFOM03145,ORDER ID,'ORD00047119'
12236,AFOM03145,ERROR DESCRIPTION,'The service type is not defined.'
12237,AFOM03145,RFS ID,'RFS5089'
12238,AFOM03145,CUSTOMER ID,'CUST00028030'
12239,AFOM03146,RFS ID,'RFS66912'
12241,AFOM03146,ORDER ID,'ORD00053660'
12242,AFOM03147,RFS ID,'RFS34136'
12243,AFOM03147,ORDER ID,'ORD00042787'
12244,AFOM03147,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12245,AFOM03147,CUSTOMER ID,'CUST00098041'
12246,AFOM03148,ACCESS TYPE,'FIBER'
12247,AFOM03148,LOCATION ID,'LOC000024404'
12248,AFOM03148,ERROR DESCRIPTION,'Response received from system abc not expected.'
12249,AFOM03148,RFS ID,'RFS34078'
12250,AFOM03149,CUSTOMER ID,'CUST00010041'
12251,AFOM03149,LOCATION ID,'LOC000039434'
12252,AFOM03149,ORDER ID,'ORD00056221'
12254,AFOM03150,ACCESS TYPE,'HFC'
12255,AFOM03150,LOCATION ID,'LOC000060529'
12256,AFOM03150,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12257,AFOM03150,CUSTOMER ID,'CUST00084837'
12258,AFOM03151,CUSTOMER ID,'CUST00097098'
12259,AFOM03151,ORDER ID,'ORD00023347'
12260,AFOM03151,ACCESS TYPE,'HFC'
12261,AFOM03151,APPOINTMENT ID,'APPT0027224'
12262,AFOM03152,APPOINTMENT ID,'APPT0048907'
12263,AFOM03152,ORDER ID,'ORD00059031'
12264,AFOM03152,CUSTOMER ID,'CUST00093231'
12265,AFOM03152,ACCESS TYPE,'HFC'
12266,AFOM03153,ORDER ID,'ORD00049031'
12268,AFOM03153,APPOINTMENT ID,'APPT0091035'
12269,AFOM03153,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12270,AFOM03154,LOCATION ID,'LOC000095832'
12271,AFOM03154,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12273,AFOM03154,CUSTOMER ID,'CUST00045434'
12274,AFOM03155,ORDER ID,'ORD00083727'
12276,AFOM03155,RFS ID,'RFS23704'
12277,AFOM03155,CUSTOMER ID,'CUST00072691'
12278,AFOM03156,RFS ID,'RFS27424'
12279,AFOM03156,ACCESS TYPE,'FIBER'
12280,AFOM03156,LOCATION ID,'LOC000029778'
12282,AFOM03157,LOCATION ID,'LOC000074047'
12283,AFOM03157,APPOINTMENT ID,'APPT0073179'
12284,AFOM03157,ORDER ID,'ORD0002753'
12285,AFOM03157,CUSTOMER ID,'CUST00078321'
12286,AFOM03158,ACCESS TYPE,'FTTN'
12287,AFOM03158,ERROR DESCRIPTION,'The service type is not defined.'
12288,AFOM03158,ORDER ID,'ORD0004582'
12289,AFOM03158,LOCATION ID,'LOC000037640'
12290,AFOM03159,ACCESS TYPE,'FTTN'
12291,AFOM03159,ORDER ID,'ORD00076240'
12292,AFOM03159,LOCATION ID,'LOC000061916'
12294,AFOM03160,ORDER ID,'ORD00034271'
12295,AFOM03160,APPOINTMENT ID,'APPT0094329'
12297,AFOM03160,LOCATION ID,'LOC00005916'
12298,AFOM03161,ERROR DESCRIPTION,'Response received from system abc not expected.'
12299,AFOM03161,APPOINTMENT ID,'APPT0013806'
12300,AFOM03161,ACCESS TYPE,'SATELLITE'
12302,AFOM03162,RFS ID,'RFS52330'
12303,AFOM03162,CUSTOMER ID,'CUST00094618'
12305,AFOM03162,ACCESS TYPE,'SATELLITE'
12306,AFOM03163,CUSTOMER ID,'CUST00043747'
12307,AFOM03163,APPOINTMENT ID,'APPT0017233'
12310,AFOM03164,ORDER ID,'ORD00053789'
12311,AFOM03164,LOCATION ID,'LOC00009975'
12312,AFOM03164,ACCESS TYPE,'FIBER'
12313,AFOM03164,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12314,AFOM03165,LOCATION ID,'LOC000076523'
12316,AFOM03165,ORDER ID,'ORD00030600'
12317,AFOM03165,APPOINTMENT ID,'APPT0043306'
12318,AFOM03166,CUSTOMER ID,'CUST00075148'
12319,AFOM03166,RFS ID,'RFS68085'
12320,AFOM03166,ERROR DESCRIPTION,'The service type is not defined.'
12321,AFOM03166,APPOINTMENT ID,'APPT002999'
12322,AFOM03167,ORDER ID,'ORD00017042'
12323,AFOM03167,APPOINTMENT ID,'APPT0046220'
12325,AFOM03167,RFS ID,'RFS19973'
12326,AFOM03168,APPOINTMENT ID,'APPT0064837'
12330,AFOM03169,ORDER ID,'ORD00075439'
12331,AFOM03169,ACCESS TYPE,'FIBER'
12332,AFOM03169,LOCATION ID,'LOC000010263'
12333,AFOM03169,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12334,AFOM03170,LOCATION ID,'LOC000053870'
12335,AFOM03170,APPOINTMENT ID,'APPT0031516'
12337,AFOM03171,RFS ID,'RFS4037'
12338,AFOM03171,LOCATION ID,'LOC000024137'
12339,AFOM03171,APPOINTMENT ID,'APPT0058781'
12340,AFOM03171,ERROR DESCRIPTION,'The service type is not defined.'
12341,AFOM03172,ORDER ID,'ORD0004759'
12342,AFOM03172,CUSTOMER ID,'CUST00090515'
12343,AFOM03172,ACCESS TYPE,'FIBER'
12344,AFOM03173,ORDER ID,'ORD00058807'
12345,AFOM03173,ACCESS TYPE,'FTTN'
12347,AFOM03173,CUSTOMER ID,'CUST00026097'
12348,AFOM03174,LOCATION ID,'LOC000020980'
12349,AFOM03174,CUSTOMER ID,'CUST00029595'
12350,AFOM03174,RFS ID,'RFS43085'
12351,AFOM03175,ERROR DESCRIPTION,'There is already an open order for the service.'
12352,AFOM03175,RFS ID,'RFS76278'
12355,AFOM03176,CUSTOMER ID,'CUST00025505'
12356,AFOM03176,ORDER ID,'ORD00042297'
12359,AFOM03177,RFS ID,'RFS76516'
12360,AFOM03177,LOCATION ID,'LOC000059327'
12361,AFOM03177,APPOINTMENT ID,'APPT0035781'
12363,AFOM03178,LOCATION ID,'LOC000085586'
12364,AFOM03178,ACCESS TYPE,'FIBER'
12367,AFOM03179,APPOINTMENT ID,'APPT0041965'
12368,AFOM03179,RFS ID,'RFS29379'
12369,AFOM03179,CUSTOMER ID,'CUST00030761'
12371,AFOM03180,RFS ID,'RFS63843'
12372,AFOM03180,APPOINTMENT ID,'APPT0035256'
12374,AFOM03180,ORDER ID,'ORD00027590'
12375,AFOM03181,LOCATION ID,'LOC000086702'
12376,AFOM03181,ACCESS TYPE,'SATELLITE'
12378,AFOM03182,ACCESS TYPE,'FIBER'
12379,AFOM03182,APPOINTMENT ID,'APPT0056076'
12380,AFOM03182,ERROR DESCRIPTION,'There is already an open order for the service.'
12381,AFOM03182,RFS ID,'RFS73018'
12382,AFOM03183,LOCATION ID,'LOC000035886'
12383,AFOM03183,APPOINTMENT ID,'APPT0067085'
12385,AFOM03183,RFS ID,'RFS12928'
12386,AFOM03184,ORDER ID,'ORD00041936'
12387,AFOM03184,RFS ID,'RFS18717'
12388,AFOM03184,APPOINTMENT ID,'APPT001490'
12389,AFOM03184,CUSTOMER ID,'CUST00024672'
12390,AFOM03185,ACCESS TYPE,'SATELLITE'
12391,AFOM03185,ORDER ID,'ORD00061222'
12392,AFOM03185,RFS ID,'RFS19015'
12393,AFOM03185,LOCATION ID,'LOC000018611'
12394,AFOM03186,APPOINTMENT ID,'APPT0048824'
12395,AFOM03186,ACCESS TYPE,'FTTN'
12396,AFOM03186,ORDER ID,'ORD00097040'
12397,AFOM03186,ERROR DESCRIPTION,'There is already an open order for the service.'
12398,AFOM03187,CUSTOMER ID,'CUST00054711'
12400,AFOM03187,LOCATION ID,'LOC00006220'
12401,AFOM03187,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12402,AFOM03188,ORDER ID,'ORD00064116'
12403,AFOM03188,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12404,AFOM03188,APPOINTMENT ID,'APPT0072447'
12406,AFOM03189,LOCATION ID,'LOC000083998'
12408,AFOM03189,APPOINTMENT ID,'APPT0099873'
12409,AFOM03189,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12410,AFOM03190,CUSTOMER ID,'CUST00055975'
12411,AFOM03190,ACCESS TYPE,'FTTN'
12413,AFOM03190,ORDER ID,'ORD00072333'
12414,AFOM03191,LOCATION ID,'LOC000089507'
12415,AFOM03191,CUSTOMER ID,'CUST00063301'
12416,AFOM03191,ERROR DESCRIPTION,'There is already an open order for the service.'
12417,AFOM03191,RFS ID,'RFS45576'
12418,AFOM03192,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12419,AFOM03192,ORDER ID,'ORD00011787'
12420,AFOM03192,CUSTOMER ID,'CUST0002819'
12422,AFOM03193,ERROR DESCRIPTION,'The service type is not defined.'
12423,AFOM03193,CUSTOMER ID,'CUST00062712'
12425,AFOM03194,ORDER ID,'ORD00079367'
12426,AFOM03194,CUSTOMER ID,'CUST00080628'
12427,AFOM03194,APPOINTMENT ID,'APPT0063534'
12428,AFOM03194,ERROR DESCRIPTION,'The service type is not defined.'
12429,AFOM03195,ACCESS TYPE,'FTTN'
12430,AFOM03195,CUSTOMER ID,'CUST00012649'
12431,AFOM03195,LOCATION ID,'LOC000019229'
12432,AFOM03196,CUSTOMER ID,'CUST00099306'
12433,AFOM03196,APPOINTMENT ID,'APPT0019123'
12434,AFOM03196,RFS ID,'RFS52346'
12435,AFOM03196,LOCATION ID,'LOC000081008'
12436,AFOM03197,CUSTOMER ID,'CUST00088063'
12437,AFOM03197,LOCATION ID,'LOC00004677'
12438,AFOM03197,ORDER ID,'ORD00049873'
12439,AFOM03198,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12440,AFOM03198,RFS ID,'RFS18387'
12443,AFOM03199,ACCESS TYPE,'FIBER'
12445,AFOM03199,ORDER ID,'ORD00088942'
12447,AFOM03200,LOCATION ID,'LOC000022736'
12448,AFOM03200,CUSTOMER ID,'CUST00048582'
12449,AFOM03200,RFS ID,'RFS76434'
12450,AFOM03200,APPOINTMENT ID,'APPT0031228'
12451,AFOM03201,APPOINTMENT ID,'APPT0049200'
12452,AFOM03201,ORDER ID,'ORD00082377'
12454,AFOM03201,ERROR DESCRIPTION,'Response received from system abc not expected.'
12455,AFOM03202,RFS ID,'RFS36381'
12456,AFOM03202,ORDER ID,'ORD00038643'
12457,AFOM03202,CUSTOMER ID,'CUST00079264'
12458,AFOM03203,RFS ID,'RFS68129'
12459,AFOM03203,LOCATION ID,'LOC000075559'
12460,AFOM03203,ORDER ID,'ORD00074886'
12461,AFOM03203,ACCESS TYPE,'FIBER'
12462,AFOM03204,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12463,AFOM03204,RFS ID,'RFS42743'
12464,AFOM03204,ACCESS TYPE,'FIBER'
12465,AFOM03204,LOCATION ID,'LOC000060033'
12466,AFOM03205,ORDER ID,'ORD00017914'
12467,AFOM03205,APPOINTMENT ID,'APPT0063258'
12468,AFOM03205,ACCESS TYPE,'FIBER'
12469,AFOM03206,LOCATION ID,'LOC000098735'
12470,AFOM03206,CUSTOMER ID,'CUST00066594'
12471,AFOM03206,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12473,AFOM03207,CUSTOMER ID,'CUST00062637'
12474,AFOM03207,ERROR DESCRIPTION,'Response received from system abc not expected.'
12476,AFOM03207,ACCESS TYPE,'HFC'
12477,AFOM03208,CUSTOMER ID,'CUST00029985'
12478,AFOM03208,LOCATION ID,'LOC00006914'
12480,AFOM03208,ACCESS TYPE,'SATELLITE'
12481,AFOM03209,LOCATION ID,'LOC00003658'
12482,AFOM03209,ERROR DESCRIPTION,'The service type is not defined.'
12483,AFOM03209,CUSTOMER ID,'CUST00076180'
12484,AFOM03209,ORDER ID,'ORD00067140'
12485,AFOM03210,ORDER ID,'ORD00055681'
12486,AFOM03210,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12487,AFOM03210,APPOINTMENT ID,'APPT0014851'
12489,AFOM03211,CUSTOMER ID,'CUST00024494'
12491,AFOM03211,ACCESS TYPE,'FIBER'
12493,AFOM03212,CUSTOMER ID,'CUST00059652'
12494,AFOM03212,RFS ID,'RFS52571'
12495,AFOM03212,ACCESS TYPE,'FIBER'
12496,AFOM03213,ACCESS TYPE,'FIBER'
12497,AFOM03213,RFS ID,'RFS85325'
12498,AFOM03213,CUSTOMER ID,'CUST0002143'
12499,AFOM03213,LOCATION ID,'LOC000064218'
12500,AFOM03214,ORDER ID,'ORD00020502'
12501,AFOM03214,APPOINTMENT ID,'APPT0079972'
12502,AFOM03214,RFS ID,'RFS42779'
12504,AFOM03215,CUSTOMER ID,'CUST00037518'
12506,AFOM03215,ACCESS TYPE,'HFC'
12508,AFOM03216,ORDER ID,'ORD00050628'
12509,AFOM03216,ACCESS TYPE,'SATELLITE'
12511,AFOM03216,APPOINTMENT ID,'APPT0080063'
12512,AFOM03217,APPOINTMENT ID,'APPT0028049'
12513,AFOM03217,CUSTOMER ID,'CUST00055756'
12515,AFOM03217,ACCESS TYPE,'FIBER'
12516,AFOM03218,ORDER ID,'ORD00025711'
12517,AFOM03218,RFS ID,'RFS8452'
12518,AFOM03218,LOCATION ID,'LOC000028029'
12519,AFOM03219,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12520,AFOM03219,APPOINTMENT ID,'APPT0092930'
12521,AFOM03219,ACCESS TYPE,'FTTN'
12522,AFOM03219,RFS ID,'RFS59508'
12523,AFOM03220,ACCESS TYPE,'FIBER'
12524,AFOM03220,RFS ID,'RFS16098'
12525,AFOM03220,ERROR DESCRIPTION,'There is already an open order for the service.'
12526,AFOM03220,CUSTOMER ID,'CUST0006296'
12527,AFOM03221,ACCESS TYPE,'FTTN'
12529,AFOM03221,ERROR DESCRIPTION,'The service type is not defined.'
12530,AFOM03221,RFS ID,'RFS14558'
12531,AFOM03222,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12532,AFOM03222,RFS ID,'RFS9052'
12534,AFOM03222,ACCESS TYPE,'HFC'
12535,AFOM03223,RFS ID,'RFS69221'
12536,AFOM03223,ERROR DESCRIPTION,'Response received from system abc not expected.'
12539,AFOM03224,RFS ID,'RFS39380'
12540,AFOM03224,CUSTOMER ID,'CUST00065744'
12542,AFOM03224,LOCATION ID,'LOC000099591'
12543,AFOM03225,ERROR DESCRIPTION,'Response received from system abc not expected.'
12544,AFOM03225,LOCATION ID,'LOC000023184'
12545,AFOM03225,ORDER ID,'ORD00050508'
12546,AFOM03225,CUSTOMER ID,'CUST00062186'
12547,AFOM03226,ERROR DESCRIPTION,'Response received from system abc not expected.'
12548,AFOM03226,LOCATION ID,'LOC000032269'
12550,AFOM03226,ORDER ID,'ORD00024501'
12551,AFOM03227,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12552,AFOM03227,ACCESS TYPE,'HFC'
12553,AFOM03227,RFS ID,'RFS24403'
12554,AFOM03227,CUSTOMER ID,'CUST00091931'
12555,AFOM03228,RFS ID,'RFS75471'
12556,AFOM03228,LOCATION ID,'LOC000053766'
12557,AFOM03228,ORDER ID,'ORD00036432'
12559,AFOM03229,ORDER ID,'ORD0001723'
12560,AFOM03229,RFS ID,'RFS32231'
12561,AFOM03229,CUSTOMER ID,'CUST00094809'
12562,AFOM03229,APPOINTMENT ID,'APPT0024814'
12563,AFOM03230,ACCESS TYPE,'HFC'
12564,AFOM03230,APPOINTMENT ID,'APPT0062136'
12565,AFOM03230,LOCATION ID,'LOC000084743'
12567,AFOM03231,RFS ID,'RFS34454'
12568,AFOM03231,ORDER ID,'ORD00094116'
12569,AFOM03231,APPOINTMENT ID,'APPT0018506'
12570,AFOM03231,CUSTOMER ID,'CUST00074990'
12571,AFOM03232,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12572,AFOM03232,ORDER ID,'ORD00011548'
12573,AFOM03232,APPOINTMENT ID,'APPT0038706'
12574,AFOM03232,CUSTOMER ID,'CUST00016839'
12575,AFOM03233,ACCESS TYPE,'FIBER'
12576,AFOM03233,APPOINTMENT ID,'APPT0070352'
12577,AFOM03233,CUSTOMER ID,'CUST00086065'
12578,AFOM03233,ERROR DESCRIPTION,'Response received from system abc not expected.'
12579,AFOM03234,ERROR DESCRIPTION,'The service type is not defined.'
12580,AFOM03234,RFS ID,'RFS38763'
12581,AFOM03234,ORDER ID,'ORD0005033'
12583,AFOM03235,ACCESS TYPE,'FTTN'
12584,AFOM03235,CUSTOMER ID,'CUST0005962'
12585,AFOM03235,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12586,AFOM03235,APPOINTMENT ID,'APPT0020175'
12587,AFOM03236,LOCATION ID,'LOC000074621'
12588,AFOM03236,RFS ID,'RFS81523'
12589,AFOM03236,ERROR DESCRIPTION,'The service type is not defined.'
12590,AFOM03236,CUSTOMER ID,'CUST00015666'
12591,AFOM03237,RFS ID,'RFS14759'
12592,AFOM03237,CUSTOMER ID,'CUST00059058'
12594,AFOM03237,ERROR DESCRIPTION,'Message to system XYZ timed out.'
12595,AFOM03238,ERROR DESCRIPTION,'Error encoutnered while processing response from ABC.'
12597,AFOM03238,ORDER ID,'ORD00095606'
12598,AFOM03238,APPOINTMENT ID,'APPT0051717'
12599,AFOM03239,ORDER ID,'ORD00077904'
12600,AFOM03239,LOCATION ID,'LOC000018718'
12601,AFOM03239,ERROR DESCRIPTION,'The service type is not defined.'
12603,AFOM03240,ERROR DESCRIPTION,'Response received from system abc not expected.'
12604,AFOM03240,RFS ID,'RFS69196'
12605,AFOM03240,ACCESS TYPE,'SATELLITE'
12606,AFOM03240,LOCATION ID,'LOC000084098'
12607,AFOM03241,ORDER ID,'ORD00048866'
12608,AFOM03241,LOCATION ID,'LOC000055671'
12609,AFOM03241,RFS ID,'RFS69925'
12610,AFOM03241,APPOINTMENT ID,'APPT0076238'
12611,AFOM03242,CUSTOMER ID,'CUST00089379'
12613,AFOM03242,LOCATION ID,'LOC000026970'
12614,AFOM03243,ACCESS TYPE,'FIBER'
12615,AFOM03243,RFS ID,'RFS28155'
12618,AFOM03244,ACCESS TYPE,'HFC'
12620,AFOM03244,APPOINTMENT ID,'APPT0040944'
12621,AFOM03244,RFS ID,'RFS27382'
12622,AFOM03245,CUSTOMER ID,'CUST00075691'
12623,AFOM03245,APPOINTMENT ID,'APPT0057925'
12624,AFOM03245,LOCATION ID,'LOC000093547'
12626,AFOM03246,LOCATION ID,'LOC000079655'
12627,AFOM03246,ORDER ID,'ORD00088736'
12629,AFOM03246,RFS ID,'RFS58949'
12630,AFOM03247,CUSTOMER ID,'CUST00031196'
