id,source_system,source_fallout_id,source_error_code,creation_date,due_date,status
AFOM03144,PNI,PNI60228,ERROR1010,2015-05-13 09:16:49,2015-05-24 09:16:49,STARTED
AFOM03145,PNI,PNI49341,ERROR1008,2016-03-05 14:13:55,2016-03-16 14:13:55,CLOSED-FAILURE
AFOM03146,ORDERMANAGER,ORDERMANAGER96576,ERROR1212,2017-05-06 03:46:20,2017-05-17 03:46:20,CREATED
AFOM03147,COM,COM8246,ERROR1105,2016-09-10 23:19:29,2016-09-21 23:19:29,ERROR
AFOM03148,ORDERMANAGER,ORDERMANAGER76518,ERROR1211,2016-01-24 01:39:36,2016-02-04 01:39:36,CREATED
AFOM03149,ORDERMANAGER,ORDERMANAGER55928,ERROR1205,2016-09-27 14:35:27,2016-10-08 14:35:27,CLOSED-FAILURE
AFOM03150,ORDERMANAGER,ORDERMANAGER95485,ERROR1211,2015-11-25 00:13:20,2015-12-06 00:13:20,CLOSED-FAILURE
AFOM03151,PNI,PNI47377,ERROR1012,2015-05-19 06:39:00,2015-05-30 06:39:00,STARTED
AFOM03152,PNI,PNI68253,ERROR1009,2017-02-19 06:17:38,2017-03-02 06:17:38,CREATED
AFOM03153,PNI,PNI80185,ERROR1003,2017-05-05 19:41:58,2017-05-16 19:41:58,ERROR
AFOM03154,PNI,PNI68312,ERROR1005,2015-05-19 02:54:25,2015-05-30 02:54:25,CLOSED-SUCCESSFUL
AFOM03155,PNI,PNI76683,ERROR1006,2017-03-31 21:44:28,2017-04-11 21:44:28,CLOSED-SUCCESSFUL
AFOM03156,COM,COM61795,ERROR1102,2016-06-17 06:10:16,2016-06-28 06:10:16,STARTED
AFOM03157,ORDERMANAGER,ORDERMANAGER42230,ERROR1205,2016-05-30 00:19:25,2016-06-10 00:19:25,ERROR
AFOM03158,PNI,PNI76527,ERROR1012,2015-10-04 02:52:14,2015-10-15 02:52:14,STARTED
AFOM03159,COM,COM11661,ERROR1104,2016-12-23 22:21:16,2017-01-03 22:21:16,ERROR
AFOM03160,PNI,PNI50723,ERROR1004,2015-08-26 14:40:06,2015-09-06 14:40:06,STARTED
AFOM03161,PNI,PNI53450,ERROR1010,2015-11-17 11:10:37,2015-11-28 11:10:37,STARTED
AFOM03162,COM,COM57230,ERROR1115,2017-01-13 20:13:03,2017-01-24 20:13:03,CLOSED-SUCCESSFUL
AFOM03163,COM,COM44515,ERROR1105,2015-12-16 03:34:49,2015-12-27 03:34:49,CLOSED-FAILURE
AFOM03164,ORDERMANAGER,ORDERMANAGER58198,ERROR1207,2016-04-23 21:54:40,2016-05-04 21:54:40,STARTED
AFOM03165,COM,COM73601,ERROR1114,2017-04-21 15:55:10,2017-05-02 15:55:10,CLOSED-FAILURE
AFOM03166,ORDERMANAGER,ORDERMANAGER99802,ERROR1201,2016-08-14 20:03:49,2016-08-25 20:03:49,STARTED
AFOM03167,ORDERMANAGER,ORDERMANAGER46419,ERROR1206,2017-04-06 03:28:11,2017-04-17 03:28:11,CLOSED-SUCCESSFUL
AFOM03168,PNI,PNI42228,ERROR1005,2017-04-18 07:49:18,2017-04-29 07:49:18,CLOSED-FAILURE
AFOM03169,ORDERMANAGER,ORDERMANAGER7219,ERROR1210,2016-11-13 09:02:00,2016-11-24 09:02:00,CLOSED-SUCCESSFUL
AFOM03170,COM,COM80584,ERROR1114,2016-04-06 10:59:41,2016-04-17 10:59:41,CLOSED-FAILURE
AFOM03171,ORDERMANAGER,ORDERMANAGER9665,ERROR1207,2016-10-05 22:22:50,2016-10-16 22:22:50,ERROR
AFOM03172,ORDERMANAGER,ORDERMANAGER48511,ERROR1212,2016-01-02 20:08:40,2016-01-13 20:08:40,ERROR
AFOM03173,PNI,PNI60371,ERROR1008,2016-12-09 10:33:47,2016-12-20 10:33:47,CREATED
AFOM03174,PNI,PNI75454,ERROR1010,2016-08-12 05:01:37,2016-08-23 05:01:37,CREATED
AFOM03175,COM,COM66556,ERROR1114,2015-11-02 21:37:33,2015-11-13 21:37:33,CLOSED-FAILURE
AFOM03176,ORDERMANAGER,ORDERMANAGER22854,ERROR1203,2015-07-22 17:48:38,2015-08-02 17:48:38,STARTED
AFOM03177,ORDERMANAGER,ORDERMANAGER78849,ERROR1213,2015-12-16 10:21:36,2015-12-27 10:21:36,ERROR
AFOM03178,COM,COM79449,ERROR1107,2016-02-01 10:24:14,2016-02-12 10:24:14,CLOSED-FAILURE
AFOM03179,ORDERMANAGER,ORDERMANAGER15890,ERROR1209,2016-09-17 08:41:46,2016-09-28 08:41:46,STARTED
AFOM03180,ORDERMANAGER,ORDERMANAGER55595,ERROR1214,2016-12-02 11:10:17,2016-12-13 11:10:17,CLOSED-SUCCESSFUL
AFOM03181,ORDERMANAGER,ORDERMANAGER1413,ERROR1204,2015-07-21 04:44:56,2015-08-01 04:44:56,ERROR
AFOM03182,COM,COM97793,ERROR1102,2016-01-06 02:12:11,2016-01-17 02:12:11,CLOSED-FAILURE
AFOM03183,ORDERMANAGER,ORDERMANAGER65825,ERROR1215,2016-11-27 05:31:23,2016-12-08 05:31:23,STARTED
AFOM03184,PNI,PNI15678,ERROR1003,2016-12-13 21:42:52,2016-12-24 21:42:52,ERROR
AFOM03185,ORDERMANAGER,ORDERMANAGER59464,ERROR1213,2016-02-13 20:11:17,2016-02-24 20:11:17,CLOSED-SUCCESSFUL
AFOM03186,PNI,PNI54799,ERROR1003,2016-06-14 08:08:23,2016-06-25 08:08:23,CREATED
AFOM03187,PNI,PNI72277,ERROR1005,2016-06-14 09:05:31,2016-06-25 09:05:31,CLOSED-FAILURE
AFOM03188,ORDERMANAGER,ORDERMANAGER86778,ERROR1210,2017-04-21 18:58:22,2017-05-02 18:58:22,STARTED
AFOM03189,PNI,PNI86081,ERROR1008,2016-02-10 22:53:34,2016-02-21 22:53:34,STARTED
AFOM03190,PNI,PNI51227,ERROR1007,2016-11-07 09:54:29,2016-11-18 09:54:29,CLOSED-SUCCESSFUL
AFOM03191,ORDERMANAGER,ORDERMANAGER74883,ERROR1210,2016-11-24 13:54:45,2016-12-05 13:54:45,CLOSED-FAILURE
AFOM03192,COM,COM13468,ERROR1106,2016-07-28 19:43:51,2016-08-08 19:43:51,CLOSED-SUCCESSFUL
AFOM03193,ORDERMANAGER,ORDERMANAGER76010,ERROR1212,2016-01-08 11:51:23,2016-01-19 11:51:23,CLOSED-FAILURE
AFOM03194,ORDERMANAGER,ORDERMANAGER21125,ERROR1202,2015-11-02 05:48:20,2015-11-13 05:48:20,CLOSED-FAILURE
AFOM03195,COM,COM56899,ERROR1114,2016-10-03 22:33:36,2016-10-14 22:33:36,CLOSED-SUCCESSFUL
AFOM03196,ORDERMANAGER,ORDERMANAGER20877,ERROR1209,2016-06-26 23:13:13,2016-07-07 23:13:13,CREATED
AFOM03197,COM,COM35171,ERROR1112,2017-03-04 04:17:48,2017-03-15 04:17:48,CLOSED-SUCCESSFUL
AFOM03198,PNI,PNI36930,ERROR1002,2017-01-30 23:39:12,2017-02-10 23:39:12,ERROR
AFOM03199,ORDERMANAGER,ORDERMANAGER61065,ERROR1202,2017-03-10 12:24:26,2017-03-21 12:24:26,CLOSED-FAILURE
AFOM03200,PNI,PNI94645,ERROR1009,2015-12-19 17:26:46,2015-12-30 17:26:46,ERROR
AFOM03201,COM,COM88826,ERROR1112,2016-08-19 18:18:05,2016-08-30 18:18:05,STARTED
AFOM03202,COM,COM39973,ERROR1106,2016-12-25 17:08:24,2017-01-05 17:08:24,CREATED
AFOM03203,ORDERMANAGER,ORDERMANAGER99826,ERROR1202,2015-12-19 06:58:30,2015-12-30 06:58:30,CLOSED-FAILURE
AFOM03204,PNI,PNI55538,ERROR1011,2016-02-20 12:07:41,2016-03-02 12:07:41,CLOSED-SUCCESSFUL
AFOM03205,PNI,PNI66269,ERROR1007,2016-01-27 12:30:48,2016-02-07 12:30:48,CREATED
AFOM03206,COM,COM2210,ERROR1106,2015-06-15 05:13:53,2015-06-26 05:13:53,ERROR
AFOM03207,PNI,PNI8675,ERROR1005,2016-09-24 20:39:47,2016-10-05 20:39:47,CLOSED-SUCCESSFUL
AFOM03208,COM,COM35594,ERROR1106,2015-08-12 03:57:51,2015-08-23 03:57:51,ERROR
AFOM03209,COM,COM83919,ERROR1114,2016-03-29 20:26:40,2016-04-09 20:26:40,CREATED
AFOM03210,PNI,PNI49188,ERROR1007,2016-09-30 13:29:50,2016-10-11 13:29:50,ERROR
AFOM03211,COM,COM52001,ERROR1114,2015-10-31 05:51:06,2015-11-11 05:51:06,CLOSED-SUCCESSFUL
AFOM03212,ORDERMANAGER,ORDERMANAGER88801,ERROR1215,2016-08-05 14:32:59,2016-08-16 14:32:59,CLOSED-FAILURE
AFOM03213,ORDERMANAGER,ORDERMANAGER59867,ERROR1206,2017-03-29 18:35:17,2017-04-09 18:35:17,CLOSED-FAILURE
AFOM03214,PNI,PNI8184,ERROR1004,2015-10-01 08:06:56,2015-10-12 08:06:56,CREATED
AFOM03215,PNI,PNI78147,ERROR1013,2016-05-11 15:09:58,2016-05-22 15:09:58,ERROR
AFOM03216,ORDERMANAGER,ORDERMANAGER53091,ERROR1212,2016-11-12 20:25:20,2016-11-23 20:25:20,CLOSED-SUCCESSFUL
AFOM03217,PNI,PNI10714,ERROR1015,2016-08-02 11:40:52,2016-08-13 11:40:52,CLOSED-FAILURE
AFOM03218,ORDERMANAGER,ORDERMANAGER62595,ERROR1212,2016-04-03 17:54:47,2016-04-14 17:54:47,STARTED
AFOM03219,ORDERMANAGER,ORDERMANAGER99247,ERROR1205,2015-07-25 16:08:53,2015-08-05 16:08:53,ERROR
AFOM03220,COM,COM79714,ERROR1103,2016-04-30 13:59:30,2016-05-11 13:59:30,CLOSED-SUCCESSFUL
AFOM03221,ORDERMANAGER,ORDERMANAGER42422,ERROR1209,2017-03-23 14:47:47,2017-04-03 14:47:47,STARTED
AFOM03222,ORDERMANAGER,ORDERMANAGER26695,ERROR1202,2016-12-16 10:00:04,2016-12-27 10:00:04,STARTED
AFOM03223,COM,COM7183,ERROR1106,2016-08-07 10:54:39,2016-08-18 10:54:39,CLOSED-FAILURE
AFOM03224,COM,COM81261,ERROR1105,2016-03-20 13:28:29,2016-03-31 13:28:29,CREATED
AFOM03225,PNI,PNI74088,ERROR1002,2016-12-07 02:50:44,2016-12-18 02:50:44,CLOSED-SUCCESSFUL
AFOM03226,ORDERMANAGER,ORDERMANAGER71729,ERROR1210,2016-08-04 01:57:41,2016-08-15 01:57:41,STARTED
AFOM03227,PNI,PNI61084,ERROR1007,2016-09-18 12:46:13,2016-09-29 12:46:13,CLOSED-SUCCESSFUL
AFOM03228,ORDERMANAGER,ORDERMANAGER13212,ERROR1215,2016-06-01 10:47:36,2016-06-12 10:47:36,STARTED
AFOM03229,ORDERMANAGER,ORDERMANAGER53773,ERROR1205,2016-09-20 06:24:49,2016-10-01 06:24:49,CLOSED-FAILURE
AFOM03230,PNI,PNI35619,ERROR1001,2015-06-18 22:28:36,2015-06-29 22:28:36,CLOSED-FAILURE
AFOM03231,COM,COM43875,ERROR1108,2016-06-14 11:23:21,2016-06-25 11:23:21,ERROR
AFOM03232,PNI,PNI25674,ERROR1011,2016-12-20 05:43:59,2016-12-31 05:43:59,CLOSED-FAILURE
AFOM03233,PNI,PNI21306,ERROR1007,2016-04-23 10:05:48,2016-05-04 10:05:48,ERROR
AFOM03234,PNI,PNI28923,ERROR1005,2016-10-28 00:51:36,2016-11-08 00:51:36,ERROR
AFOM03235,ORDERMANAGER,ORDERMANAGER62814,ERROR1215,2015-06-20 17:05:48,2015-07-01 17:05:48,CLOSED-FAILURE
AFOM03236,ORDERMANAGER,ORDERMANAGER82018,ERROR1204,2016-08-11 16:29:58,2016-08-22 16:29:58,CREATED
AFOM03237,ORDERMANAGER,ORDERMANAGER58873,ERROR1207,2015-06-16 09:36:50,2015-06-27 09:36:50,CLOSED-FAILURE
AFOM03238,ORDERMANAGER,ORDERMANAGER55957,ERROR1215,2016-08-23 09:23:12,2016-09-03 09:23:12,STARTED
AFOM03239,ORDERMANAGER,ORDERMANAGER82490,ERROR1213,2016-10-03 18:46:40,2016-10-14 18:46:40,ERROR
AFOM03240,PNI,PNI99186,ERROR1013,2016-11-17 21:04:03,2016-11-28 21:04:03,ERROR
AFOM03241,COM,COM89408,ERROR1108,2016-05-29 19:02:09,2016-06-09 19:02:09,ERROR
AFOM03242,PNI,PNI99251,ERROR1015,2016-11-17 06:35:46,2016-11-28 06:35:46,CLOSED-SUCCESSFUL
AFOM03243,PNI,PNI76244,ERROR1002,2016-02-23 02:58:45,2016-03-05 02:58:45,CLOSED-SUCCESSFUL
AFOM03244,PNI,PNI54759,ERROR1005,2015-07-04 00:05:49,2015-07-15 00:05:49,ERROR
AFOM03245,ORDERMANAGER,ORDERMANAGER88951,ERROR1211,2017-04-19 15:37:09,2017-04-30 15:37:09,STARTED
AFOM03246,COM,COM57988,ERROR1113,2016-12-17 09:22:28,2016-12-28 09:22:28,ERROR
AFOM03247,ORDERMANAGER,ORDERMANAGER1956,ERROR1204,2016-11-10 06:50:56,2016-11-21 06:50:56,CLOSED-FAILURE
AFOM03248,PNI,PNI35545,ERROR1002,2015-05-26 19:01:30,2015-06-06 19:01:30,CREATED
AFOM03249,PNI,PNI12771,ERROR1007,2016-09-05 07:52:23,2016-09-16 07:52:23,CREATED
AFOM03250,COM,COM99771,ERROR1109,2015-10-20 06:10:58,2015-10-31 06:10:58,CLOSED-FAILURE
AFOM03251,PNI,PNI15674,ERROR1014,2015-08-14 23:55:56,2015-08-25 23:55:56,STARTED
AFOM03252,COM,COM73711,ERROR1109,2016-03-28 23:41:14,2016-04-08 23:41:14,CLOSED-FAILURE
AFOM03253,COM,COM41253,ERROR1107,2016-01-27 15:36:05,2016-02-07 15:36:05,ERROR
AFOM03254,ORDERMANAGER,ORDERMANAGER47848,ERROR1205,2016-08-11 17:30:41,2016-08-22 17:30:41,CREATED
AFOM03255,PNI,PNI34353,ERROR1009,2015-07-10 23:34:56,2015-07-21 23:34:56,ERROR
AFOM03256,PNI,PNI40599,ERROR1008,2017-01-30 14:56:19,2017-02-10 14:56:19,CLOSED-FAILURE
AFOM03257,ORDERMANAGER,ORDERMANAGER89351,ERROR1211,2016-05-09 06:18:04,2016-05-20 06:18:04,CLOSED-SUCCESSFUL
AFOM03258,ORDERMANAGER,ORDERMANAGER18306,ERROR1205,2017-01-06 17:08:22,2017-01-17 17:08:22,CLOSED-FAILURE
AFOM03259,PNI,PNI99442,ERROR1009,2015-07-19 07:34:02,2015-07-30 07:34:02,ERROR
AFOM03260,PNI,PNI53869,ERROR1011,2015-12-26 18:58:41,2016-01-06 18:58:41,CREATED
AFOM03261,COM,COM95446,ERROR1112,2015-07-07 09:21:04,2015-07-18 09:21:04,STARTED
AFOM03262,PNI,PNI35245,ERROR1012,2015-05-27 06:57:51,2015-06-07 06:57:51,STARTED
AFOM03263,COM,COM22785,ERROR1103,2015-08-15 05:06:06,2015-08-26 05:06:06,CLOSED-SUCCESSFUL
AFOM03264,COM,COM80490,ERROR1115,2017-01-04 07:08:16,2017-01-15 07:08:16,ERROR
AFOM03265,ORDERMANAGER,ORDERMANAGER40549,ERROR1203,2015-10-20 05:27:03,2015-10-31 05:27:03,CLOSED-FAILURE
AFOM03266,COM,COM73996,ERROR1111,2015-07-05 10:59:32,2015-07-16 10:59:32,STARTED
AFOM03267,COM,COM33242,ERROR1115,2016-10-14 17:49:44,2016-10-25 17:49:44,CLOSED-SUCCESSFUL
AFOM03268,COM,COM95921,ERROR1108,2017-01-19 07:55:01,2017-01-30 07:55:01,STARTED
AFOM03269,PNI,PNI79936,ERROR1010,2016-10-22 10:14:54,2016-11-02 10:14:54,CLOSED-FAILURE
AFOM03270,PNI,PNI53652,ERROR1001,2016-08-28 10:06:33,2016-09-08 10:06:33,CLOSED-FAILURE
AFOM03271,COM,COM36671,ERROR1105,2015-09-12 00:38:20,2015-09-23 00:38:20,CREATED
AFOM03272,PNI,PNI55635,ERROR1008,2016-03-16 15:54:55,2016-03-27 15:54:55,CREATED
AFOM03273,ORDERMANAGER,ORDERMANAGER85326,ERROR1202,2017-01-11 22:12:20,2017-01-22 22:12:20,CLOSED-SUCCESSFUL
AFOM03274,COM,COM74936,ERROR1108,2016-09-14 16:34:18,2016-09-25 16:34:18,CLOSED-FAILURE
AFOM03275,ORDERMANAGER,ORDERMANAGER10771,ERROR1204,2017-01-02 17:24:35,2017-01-13 17:24:35,STARTED
AFOM03276,PNI,PNI53562,ERROR1009,2016-12-07 02:57:43,2016-12-18 02:57:43,CLOSED-SUCCESSFUL
AFOM03277,PNI,PNI39578,ERROR1013,2015-08-12 06:27:35,2015-08-23 06:27:35,CLOSED-FAILURE
AFOM03278,COM,COM1247,ERROR1111,2015-07-22 16:04:23,2015-08-02 16:04:23,CLOSED-SUCCESSFUL
AFOM03279,COM,COM76394,ERROR1107,2017-03-14 17:07:42,2017-03-25 17:07:42,ERROR
AFOM03280,PNI,PNI67636,ERROR1002,2015-06-05 02:15:27,2015-06-16 02:15:27,CLOSED-SUCCESSFUL
AFOM03281,COM,COM41612,ERROR1109,2016-03-17 04:27:45,2016-03-28 04:27:45,CREATED
AFOM03282,COM,COM54457,ERROR1106,2016-10-14 14:26:12,2016-10-25 14:26:12,CLOSED-SUCCESSFUL
AFOM03283,COM,COM81325,ERROR1115,2016-06-28 08:59:45,2016-07-09 08:59:45,STARTED
AFOM03284,ORDERMANAGER,ORDERMANAGER35418,ERROR1208,2016-09-28 11:02:44,2016-10-09 11:02:44,CLOSED-FAILURE
AFOM03285,COM,COM68537,ERROR1107,2017-04-22 01:10:55,2017-05-03 01:10:55,CLOSED-SUCCESSFUL
AFOM03286,COM,COM4657,ERROR1111,2016-12-28 00:19:31,2017-01-08 00:19:31,CLOSED-SUCCESSFUL
AFOM03287,COM,COM96713,ERROR1109,2015-10-28 14:23:46,2015-11-08 14:23:46,ERROR
AFOM03288,COM,COM1148,ERROR1108,2016-08-19 15:27:23,2016-08-30 15:27:23,CLOSED-SUCCESSFUL
AFOM03289,COM,COM50740,ERROR1111,2016-07-31 23:14:41,2016-08-11 23:14:41,CLOSED-FAILURE
AFOM03290,ORDERMANAGER,ORDERMANAGER72917,ERROR1215,2016-05-25 01:39:19,2016-06-05 01:39:19,ERROR
AFOM03291,COM,COM68044,ERROR1110,2016-09-26 10:18:31,2016-10-07 10:18:31,CREATED
AFOM03292,COM,COM47054,ERROR1106,2016-04-04 14:06:34,2016-04-15 14:06:34,ERROR
AFOM03293,ORDERMANAGER,ORDERMANAGER87040,ERROR1207,2015-07-18 16:41:00,2015-07-29 16:41:00,STARTED
AFOM03294,COM,COM67035,ERROR1106,2015-10-29 14:30:12,2015-11-09 14:30:12,CLOSED-FAILURE
AFOM03295,PNI,PNI32454,ERROR1014,2017-04-17 15:53:05,2017-04-28 15:53:05,CLOSED-FAILURE
AFOM03296,PNI,PNI11023,ERROR1003,2015-12-20 01:52:23,2015-12-31 01:52:23,STARTED
AFOM03297,PNI,PNI39140,ERROR1013,2016-05-04 04:23:25,2016-05-15 04:23:25,CREATED
AFOM03298,PNI,PNI48385,ERROR1010,2017-03-29 22:02:17,2017-04-09 22:02:17,CLOSED-FAILURE
AFOM03299,PNI,PNI1339,ERROR1002,2017-03-08 03:18:53,2017-03-19 03:18:53,CLOSED-FAILURE
AFOM03300,COM,COM27984,ERROR1111,2015-11-19 02:42:10,2015-11-30 02:42:10,CLOSED-FAILURE
AFOM03301,PNI,PNI6526,ERROR1013,2015-12-23 02:34:26,2016-01-03 02:34:26,ERROR
AFOM03302,PNI,PNI69840,ERROR1010,2015-12-08 02:25:30,2015-12-19 02:25:30,CLOSED-SUCCESSFUL
AFOM03303,COM,COM93647,ERROR1102,2016-09-20 07:39:54,2016-10-01 07:39:54,ERROR
AFOM03304,PNI,PNI39471,ERROR1013,2016-11-14 08:17:12,2016-11-25 08:17:12,CLOSED-SUCCESSFUL
AFOM03305,COM,COM86068,ERROR1105,2016-10-12 05:02:12,2016-10-23 05:02:12,STARTED
AFOM03306,COM,COM34856,ERROR1102,2017-01-09 22:15:13,2017-01-20 22:15:13,ERROR
AFOM03307,ORDERMANAGER,ORDERMANAGER24308,ERROR1211,2016-01-26 08:20:43,2016-02-06 08:20:43,CLOSED-SUCCESSFUL
AFOM03308,PNI,PNI65614,ERROR1003,2016-06-10 22:32:24,2016-06-21 22:32:24,CREATED
AFOM03309,ORDERMANAGER,ORDERMANAGER67573,ERROR1202,2015-08-18 18:00:17,2015-08-29 18:00:17,CREATED
AFOM03310,COM,COM33927,ERROR1108,2016-05-24 03:28:40,2016-06-04 03:28:40,ERROR
AFOM03311,ORDERMANAGER,ORDERMANAGER84383,ERROR1203,2017-02-19 13:08:06,2017-03-02 13:08:06,CLOSED-FAILURE
AFOM03312,PNI,PNI47318,ERROR1010,2016-05-28 16:38:49,2016-06-08 16:38:49,ERROR
AFOM03313,PNI,PNI4475,ERROR1001,2016-03-16 04:33:40,2016-03-27 04:33:40,ERROR
AFOM03314,PNI,PNI51168,ERROR1015,2015-11-17 07:11:49,2015-11-28 07:11:49,CREATED
AFOM03315,ORDERMANAGER,ORDERMANAGER8169,ERROR1207,2016-06-12 05:45:56,2016-06-23 05:45:56,STARTED
AFOM03316,COM,COM59414,ERROR1113,2015-09-12 01:48:35,2015-09-23 01:48:35,CREATED
AFOM03317,ORDERMANAGER,ORDERMANAGER43539,ERROR1206,2015-09-17 18:10:21,2015-09-28 18:10:21,ERROR
AFOM03318,ORDERMANAGER,ORDERMANAGER77785,ERROR1202,2016-03-24 08:38:41,2016-04-04 08:38:41,CLOSED-SUCCESSFUL
AFOM03319,COM,COM86309,ERROR1110,2016-09-22 21:12:30,2016-10-03 21:12:30,CLOSED-FAILURE
AFOM03320,PNI,PNI24293,ERROR1010,2015-10-31 16:24:18,2015-11-11 16:24:18,STARTED
AFOM03321,ORDERMANAGER,ORDERMANAGER66877,ERROR1209,2016-03-11 08:04:19,2016-03-22 08:04:19,CLOSED-SUCCESSFUL
AFOM03322,PNI,PNI93778,ERROR1009,2017-03-16 06:56:04,2017-03-27 06:56:04,CREATED
AFOM03323,PNI,PNI96556,ERROR1010,2016-11-12 10:23:32,2016-11-23 10:23:32,CLOSED-SUCCESSFUL
AFOM03324,COM,COM37049,ERROR1110,2016-07-25 18:47:43,2016-08-05 18:47:43,ERROR
AFOM03325,COM,COM83997,ERROR1113,2017-01-15 08:59:52,2017-01-26 08:59:52,STARTED
AFOM03326,PNI,PNI45038,ERROR1010,2016-03-17 17:20:29,2016-03-28 17:20:29,CLOSED-FAILURE
AFOM03327,ORDERMANAGER,ORDERMANAGER73380,ERROR1208,2016-03-03 12:20:30,2016-03-14 12:20:30,CLOSED-SUCCESSFUL
AFOM03328,PNI,PNI48302,ERROR1007,2015-12-27 08:38:30,2016-01-07 08:38:30,CLOSED-FAILURE
AFOM03329,PNI,PNI63746,ERROR1012,2016-08-06 02:01:35,2016-08-17 02:01:35,CLOSED-SUCCESSFUL
AFOM03330,ORDERMANAGER,ORDERMANAGER83062,ERROR1203,2016-07-17 13:58:54,2016-07-28 13:58:54,STARTED
AFOM03331,COM,COM78662,ERROR1111,2016-01-30 08:25:40,2016-02-10 08:25:40,CLOSED-FAILURE
AFOM03332,COM,COM79183,ERROR1108,2016-10-25 23:39:36,2016-11-05 23:39:36,ERROR
AFOM03333,PNI,PNI98785,ERROR1012,2016-08-20 15:54:11,2016-08-31 15:54:11,CLOSED-SUCCESSFUL
AFOM03334,PNI,PNI37383,ERROR1008,2016-02-25 23:19:47,2016-03-07 23:19:47,CLOSED-SUCCESSFUL
AFOM03335,PNI,PNI15936,ERROR1015,2017-03-13 23:17:35,2017-03-24 23:17:35,CREATED
AFOM03336,COM,COM60213,ERROR1101,2016-07-31 22:43:53,2016-08-11 22:43:53,CREATED
AFOM03337,COM,COM59777,ERROR1110,2016-11-06 21:12:23,2016-11-17 21:12:23,CREATED
AFOM03338,PNI,PNI32148,ERROR1010,2016-11-16 00:23:57,2016-11-27 00:23:57,STARTED
AFOM03339,PNI,PNI85513,ERROR1007,2016-02-27 16:32:33,2016-03-09 16:32:33,CLOSED-SUCCESSFUL
AFOM03340,PNI,PNI94020,ERROR1009,2015-06-25 20:30:53,2015-07-06 20:30:53,ERROR
AFOM03341,PNI,PNI59802,ERROR1006,2015-08-31 15:14:25,2015-09-11 15:14:25,CREATED
AFOM03342,ORDERMANAGER,ORDERMANAGER80724,ERROR1209,2015-12-04 22:33:19,2015-12-15 22:33:19,CLOSED-FAILURE
AFOM03343,COM,COM96607,ERROR1111,2015-05-30 05:57:33,2015-06-10 05:57:33,ERROR
AFOM03344,PNI,PNI57719,ERROR1008,2015-07-13 02:51:05,2015-07-24 02:51:05,CLOSED-FAILURE
AFOM03345,ORDERMANAGER,ORDERMANAGER83682,ERROR1201,2016-05-12 16:42:27,2016-05-23 16:42:27,CLOSED-SUCCESSFUL
AFOM03346,COM,COM44210,ERROR1107,2015-05-29 10:53:25,2015-06-09 10:53:25,STARTED
AFOM03347,ORDERMANAGER,ORDERMANAGER48391,ERROR1211,2015-12-05 07:33:21,2015-12-16 07:33:21,STARTED
AFOM03348,COM,COM47135,ERROR1109,2015-09-26 00:27:17,2015-10-07 00:27:17,CREATED
AFOM03349,PNI,PNI69042,ERROR1006,2016-08-24 10:03:19,2016-09-04 10:03:19,CREATED
AFOM03350,PNI,PNI79290,ERROR1009,2015-09-27 05:36:17,2015-10-08 05:36:17,CLOSED-SUCCESSFUL
AFOM03351,PNI,PNI87929,ERROR1012,2015-08-21 21:28:46,2015-09-01 21:28:46,CREATED
AFOM03352,PNI,PNI58819,ERROR1004,2016-03-23 16:05:21,2016-04-03 16:05:21,ERROR
AFOM03353,PNI,PNI77047,ERROR1012,2016-07-14 14:24:58,2016-07-25 14:24:58,ERROR
AFOM03354,ORDERMANAGER,ORDERMANAGER44856,ERROR1208,2017-02-24 21:05:56,2017-03-07 21:05:56,CREATED
AFOM03355,PNI,PNI78770,ERROR1001,2016-01-25 00:44:31,2016-02-05 00:44:31,CLOSED-FAILURE
AFOM03356,PNI,PNI63104,ERROR1008,2016-07-19 23:59:44,2016-07-30 23:59:44,ERROR
AFOM03357,COM,COM28469,ERROR1102,2015-12-20 18:45:36,2015-12-31 18:45:36,CREATED
AFOM03358,COM,COM32127,ERROR1108,2015-09-24 23:56:33,2015-10-05 23:56:33,CLOSED-SUCCESSFUL
AFOM03359,PNI,PNI89742,ERROR1004,2016-12-15 11:52:52,2016-12-26 11:52:52,ERROR
AFOM03360,PNI,PNI58790,ERROR1008,2015-08-02 17:02:27,2015-08-13 17:02:27,CLOSED-FAILURE
AFOM03361,ORDERMANAGER,ORDERMANAGER71586,ERROR1210,2016-09-01 19:43:16,2016-09-12 19:43:16,CLOSED-FAILURE
AFOM03362,COM,COM43051,ERROR1112,2016-12-26 20:32:27,2017-01-06 20:32:27,CREATED
AFOM03363,PNI,PNI62030,ERROR1015,2017-03-26 10:24:05,2017-04-06 10:24:05,ERROR
AFOM03364,COM,COM63755,ERROR1108,2017-03-24 09:16:54,2017-04-04 09:16:54,CLOSED-SUCCESSFUL
AFOM03365,ORDERMANAGER,ORDERMANAGER68817,ERROR1213,2016-10-30 00:09:57,2016-11-10 00:09:57,CREATED
AFOM03366,ORDERMANAGER,ORDERMANAGER10353,ERROR1204,2016-01-30 14:16:36,2016-02-10 14:16:36,CREATED
AFOM03367,PNI,PNI89068,ERROR1005,2017-03-16 13:02:15,2017-03-27 13:02:15,CREATED
AFOM03368,COM,COM58794,ERROR1107,2016-09-14 05:51:08,2016-09-25 05:51:08,ERROR
