id,source_fallout_id,action_id,target_system,creation_date,due_date,status,retry_count,error_code,error_desc
1460,AFOM01460,ACT007,PNI,2017-02-20 12:03:04,2017-02-22 12:03:04,RETRY-SUCCESS,2,,
1461,AFOM01461,ACT004,HFC-SRI,2015-09-10 22:13:07,2015-09-12 22:13:07,CLOSED-FAILURE,0,,
1462,AFOM01462,ACT009,HFC-SRI,2016-11-15 10:37:27,2016-11-17 10:37:27,STARTED,0,,
1463,AFOM01463,ACT003,PNI,2015-10-28 10:29:16,2015-10-30 10:29:16,CLOSED-SUCCESSFUL,0,,
1464,AFOM01464,ACT004,HFC-SRI,2016-05-02 13:33:39,2016-05-04 13:33:39,CLOSED-FAILURE,0,,
1465,AFOM01465,ACT001,FTTN-SRI,2016-04-08 13:01:47,2016-04-10 13:01:47,RETRY-FAILURE,2,,
1466,AFOM01466,ACT005,FTTN-SRI,2016-08-25 08:27:39,2016-08-27 08:27:39,STARTED,0,,
1467,AFOM01467,ACT001,FTTN-SRI,2017-04-18 16:55:48,2017-04-20 16:55:48,CLOSED-FAILURE,0,,
1468,AFOM01468,ACT007,PNI,2016-11-11 23:31:49,2016-11-13 23:31:49,STARTED,0,,
1469,AFOM01469,ACT005,FTTN-SRI,2015-08-22 20:46:08,2015-08-24 20:46:08,RETRY-STARTED,1,,
1470,AFOM01470,ACT006,HFC-SRI,2017-04-11 14:46:02,2017-04-13 14:46:02,RETRY-SUCCESS,2,,
1471,AFOM01471,ACT002,HFC-SRI,2016-01-02 15:47:27,2016-01-04 15:47:27,STARTED,0,,
1472,AFOM01472,ACT004,HFC-SRI,2016-07-16 10:39:55,2016-07-18 10:39:55,CREATED,0,,
1473,AFOM01473,ACT001,FTTN-SRI,2016-02-12 12:59:46,2016-02-14 12:59:46,CLOSED-FAILURE,0,,
1474,AFOM01474,ACT009,HFC-SRI,2017-03-11 00:27:55,2017-03-13 00:27:55,STARTED,0,,
1475,AFOM01475,ACT002,HFC-SRI,2017-01-23 19:16:33,2017-01-25 19:16:33,ERROR,0,ERR003,Error encoutnered from on system ABC.
1476,AFOM01476,ACT001,FTTN-SRI,2015-10-29 09:33:46,2015-10-31 09:33:46,RETRY-STARTED,1,,
1477,AFOM01477,ACT009,HFC-SRI,2017-04-16 00:00:33,2017-04-18 00:00:33,CLOSED-FAILURE,0,,
1478,AFOM01478,ACT007,PNI,2015-09-18 06:50:28,2015-09-20 06:50:28,RETRY-FAILURE,2,,
1479,AFOM01479,ACT001,FTTN-SRI,2016-07-08 19:56:44,2016-07-10 19:56:44,RETRY-FAILURE,3,,
1480,AFOM01480,ACT003,PNI,2016-07-04 02:51:45,2016-07-06 02:51:45,CREATED,0,,
1481,AFOM01481,ACT001,FTTN-SRI,2016-03-22 08:44:03,2016-03-24 08:44:03,CLOSED-FAILURE,0,,
1482,AFOM01482,ACT004,HFC-SRI,2017-04-30 06:49:58,2017-05-02 06:49:58,RETRY-SUCCESS,2,,
1483,AFOM01483,ACT006,HFC-SRI,2015-06-09 00:08:07,2015-06-11 00:08:07,RETRY-SUCCESS,2,,
1484,AFOM01484,ACT009,HFC-SRI,2015-12-12 01:39:53,2015-12-14 01:39:53,CREATED,0,,
1485,AFOM01485,ACT010,PNI,2015-08-16 04:35:00,2015-08-18 04:35:00,STARTED,0,,
1486,AFOM01486,ACT004,HFC-SRI,2015-08-09 11:33:20,2015-08-11 11:33:20,RETRY-STARTED,2,,
1487,AFOM01487,ACT005,FTTN-SRI,2015-12-30 13:23:20,2016-01-01 13:23:20,CLOSED-SUCCESSFUL,0,,
1488,AFOM01488,ACT003,PNI,2017-05-05 20:47:59,2017-05-07 20:47:59,ERROR,0,ERR001,Message to system XYZ timed out.
1489,AFOM01489,ACT009,HFC-SRI,2016-07-01 11:50:14,2016-07-03 11:50:14,CLOSED-FAILURE,0,,
1490,AFOM01490,ACT005,FTTN-SRI,2016-12-21 20:02:40,2016-12-23 20:02:40,ERROR,0,ERR001,Message to system XYZ timed out.
1491,AFOM01491,ACT003,PNI,2017-01-11 19:27:49,2017-01-13 19:27:49,RETRY-FAILURE,1,,
1492,AFOM01492,ACT007,PNI,2016-10-13 12:05:11,2016-10-15 12:05:11,STARTED,0,,
1493,AFOM01493,ACT010,PNI,2015-11-19 22:45:01,2015-11-21 22:45:01,ERROR,0,ERR002,Error Response received from system XYZ.
1494,AFOM01494,ACT004,HFC-SRI,2017-03-12 22:05:08,2017-03-14 22:05:08,CLOSED-SUCCESSFUL,0,,
1495,AFOM01495,ACT006,HFC-SRI,2017-02-20 21:53:54,2017-02-22 21:53:54,ERROR,0,ERR003,Error encoutnered from on system ABC.
1496,AFOM01496,ACT008,FTTN-SRI,2016-09-02 09:03:24,2016-09-04 09:03:24,CLOSED-FAILURE,0,,
1497,AFOM01497,ACT005,FTTN-SRI,2016-02-28 19:40:55,2016-03-01 19:40:55,CREATED,0,,
1498,AFOM01498,ACT008,FTTN-SRI,2016-01-30 19:56:37,2016-02-01 19:56:37,CREATED,0,,
1499,AFOM01499,ACT008,FTTN-SRI,2016-07-05 21:48:58,2016-07-07 21:48:58,RETRY-STARTED,3,,
1500,AFOM01500,ACT007,PNI,2016-05-24 14:19:12,2016-05-26 14:19:12,STARTED,0,,
1501,AFOM01501,ACT009,HFC-SRI,2015-11-12 10:13:12,2015-11-14 10:13:12,CREATED,0,,
1502,AFOM01502,ACT010,PNI,2016-08-28 20:38:26,2016-08-30 20:38:26,CREATED,0,,
1503,AFOM01503,ACT008,FTTN-SRI,2017-04-13 18:00:52,2017-04-15 18:00:52,STARTED,0,,
1504,AFOM01504,ACT009,HFC-SRI,2017-04-05 18:25:39,2017-04-07 18:25:39,CLOSED-FAILURE,0,,
1505,AFOM01505,ACT009,HFC-SRI,2016-10-04 13:31:17,2016-10-06 13:31:17,RETRY-FAILURE,1,,
1506,AFOM01506,ACT005,FTTN-SRI,2015-05-28 10:55:18,2015-05-30 10:55:18,CREATED,0,,
1507,AFOM01507,ACT005,FTTN-SRI,2015-12-05 15:26:59,2015-12-07 15:26:59,RETRY-FAILURE,1,,
1508,AFOM01508,ACT005,FTTN-SRI,2015-06-08 08:02:18,2015-06-10 08:02:18,CREATED,0,,
1509,AFOM01509,ACT005,FTTN-SRI,2015-10-01 05:30:05,2015-10-03 05:30:05,STARTED,0,,
1510,AFOM01510,ACT007,PNI,2016-08-03 05:39:33,2016-08-05 05:39:33,RETRY-FAILURE,3,,
1511,AFOM01511,ACT010,PNI,2016-06-17 11:08:35,2016-06-19 11:08:35,ERROR,0,ERR003,Error encoutnered from on system ABC.
1512,AFOM01512,ACT003,PNI,2016-03-08 18:16:27,2016-03-10 18:16:27,RETRY-STARTED,2,,
1513,AFOM01513,ACT007,PNI,2015-12-24 22:04:19,2015-12-26 22:04:19,CLOSED-SUCCESSFUL,0,,
1514,AFOM01514,ACT006,HFC-SRI,2016-08-10 14:54:20,2016-08-12 14:54:20,RETRY-FAILURE,2,,
1515,AFOM01515,ACT001,FTTN-SRI,2016-10-16 15:33:27,2016-10-18 15:33:27,RETRY-FAILURE,1,,
1516,AFOM01516,ACT008,FTTN-SRI,2016-02-28 07:32:07,2016-03-01 07:32:07,RETRY-STARTED,1,,
1517,AFOM01517,ACT002,HFC-SRI,2016-05-04 23:46:54,2016-05-06 23:46:54,RETRY-FAILURE,1,,
1518,AFOM01518,ACT004,HFC-SRI,2016-07-19 16:34:59,2016-07-21 16:34:59,ERROR,0,ERR003,Error encoutnered from on system ABC.
1519,AFOM01519,ACT004,HFC-SRI,2016-10-07 07:45:33,2016-10-09 07:45:33,STARTED,0,,
1520,AFOM01520,ACT003,PNI,2016-03-04 01:49:07,2016-03-06 01:49:07,ERROR,0,ERR003,Error encoutnered from on system ABC.
1521,AFOM01521,ACT008,FTTN-SRI,2016-07-01 00:16:34,2016-07-03 00:16:34,RETRY-STARTED,2,,
1522,AFOM01522,ACT002,HFC-SRI,2016-10-22 08:36:20,2016-10-24 08:36:20,CLOSED-FAILURE,0,,
1523,AFOM01523,ACT009,HFC-SRI,2017-01-06 13:40:29,2017-01-08 13:40:29,CLOSED-FAILURE,0,,
1524,AFOM01524,ACT005,FTTN-SRI,2016-10-21 14:04:53,2016-10-23 14:04:53,RETRY-FAILURE,3,,
1525,AFOM01525,ACT001,FTTN-SRI,2016-12-04 23:57:25,2016-12-06 23:57:25,ERROR,0,ERR002,Error Response received from system XYZ.
1526,AFOM01526,ACT006,HFC-SRI,2016-01-21 19:03:38,2016-01-23 19:03:38,RETRY-FAILURE,3,,
1527,AFOM01527,ACT004,HFC-SRI,2016-02-04 16:13:31,2016-02-06 16:13:31,CREATED,0,,
1528,AFOM01528,ACT005,FTTN-SRI,2016-05-19 23:44:37,2016-05-21 23:44:37,RETRY-FAILURE,1,,
1529,AFOM01529,ACT003,PNI,2015-06-08 20:52:32,2015-06-10 20:52:32,STARTED,0,,
1530,AFOM01530,ACT010,PNI,2016-11-10 08:54:36,2016-11-12 08:54:36,CLOSED-FAILURE,0,,
1531,AFOM01531,ACT003,PNI,2017-01-17 19:40:49,2017-01-19 19:40:49,RETRY-FAILURE,2,,
1532,AFOM01532,ACT007,PNI,2016-10-10 04:08:53,2016-10-12 04:08:53,RETRY-FAILURE,3,,
1533,AFOM01533,ACT005,FTTN-SRI,2015-08-01 07:16:49,2015-08-03 07:16:49,STARTED,0,,
1534,AFOM01534,ACT003,PNI,2017-03-01 16:01:15,2017-03-03 16:01:15,STARTED,0,,
1535,AFOM01535,ACT005,FTTN-SRI,2017-03-31 02:28:04,2017-04-02 02:28:04,RETRY-FAILURE,1,,
1536,AFOM01536,ACT002,HFC-SRI,2015-09-03 20:33:10,2015-09-05 20:33:10,RETRY-SUCCESS,1,,
1537,AFOM01537,ACT004,HFC-SRI,2016-09-09 03:48:56,2016-09-11 03:48:56,CREATED,0,,
1538,AFOM01538,ACT004,HFC-SRI,2016-11-29 13:55:28,2016-12-01 13:55:28,CREATED,0,,
1539,AFOM01539,ACT006,HFC-SRI,2016-09-24 01:29:39,2016-09-26 01:29:39,RETRY-SUCCESS,1,,
1540,AFOM01540,ACT008,FTTN-SRI,2017-03-04 12:33:40,2017-03-06 12:33:40,CREATED,0,,
1541,AFOM01541,ACT007,PNI,2015-06-28 16:58:54,2015-06-30 16:58:54,CLOSED-SUCCESSFUL,0,,
1542,AFOM01542,ACT009,HFC-SRI,2016-06-03 01:53:07,2016-06-05 01:53:07,CLOSED-SUCCESSFUL,0,,
1543,AFOM01543,ACT007,PNI,2015-10-03 11:27:57,2015-10-05 11:27:57,RETRY-FAILURE,2,,
1544,AFOM01544,ACT005,FTTN-SRI,2015-08-19 07:46:11,2015-08-21 07:46:11,CLOSED-FAILURE,0,,
1545,AFOM01545,ACT001,FTTN-SRI,2016-10-30 09:20:55,2016-11-01 09:20:55,CLOSED-FAILURE,0,,
1546,AFOM01546,ACT001,FTTN-SRI,2016-03-07 14:11:32,2016-03-09 14:11:32,ERROR,0,ERR003,Error encoutnered from on system ABC.
1547,AFOM01547,ACT010,PNI,2015-09-30 08:24:34,2015-10-02 08:24:34,RETRY-STARTED,3,,
1548,AFOM01548,ACT003,PNI,2015-12-19 10:44:41,2015-12-21 10:44:41,CREATED,0,,
1549,AFOM01549,ACT009,HFC-SRI,2016-04-20 19:57:44,2016-04-22 19:57:44,STARTED,0,,
1550,AFOM01550,ACT006,HFC-SRI,2016-11-29 21:40:08,2016-12-01 21:40:08,CLOSED-SUCCESSFUL,0,,
1551,AFOM01551,ACT007,PNI,2015-10-25 21:20:52,2015-10-27 21:20:52,RETRY-FAILURE,1,,
1552,AFOM01552,ACT010,PNI,2015-07-16 01:51:49,2015-07-18 01:51:49,RETRY-STARTED,1,,
1553,AFOM01553,ACT008,FTTN-SRI,2016-11-12 17:13:36,2016-11-14 17:13:36,RETRY-SUCCESS,1,,
1554,AFOM01554,ACT009,HFC-SRI,2015-11-20 11:05:17,2015-11-22 11:05:17,RETRY-SUCCESS,1,,
1555,AFOM01555,ACT006,HFC-SRI,2016-09-19 23:50:45,2016-09-21 23:50:45,CLOSED-SUCCESSFUL,0,,
1556,AFOM01556,ACT005,FTTN-SRI,2016-06-10 23:46:06,2016-06-12 23:46:06,ERROR,0,ERR003,Error encoutnered from on system ABC.
1557,AFOM01557,ACT008,FTTN-SRI,2016-06-01 06:00:02,2016-06-03 06:00:02,ERROR,0,ERR002,Error Response received from system XYZ.
1558,AFOM01558,ACT010,PNI,2017-03-08 20:08:12,2017-03-10 20:08:12,RETRY-STARTED,2,,
1559,AFOM01559,ACT003,PNI,2016-02-10 15:39:19,2016-02-12 15:39:19,RETRY-SUCCESS,1,,
1560,AFOM01560,ACT003,PNI,2016-07-01 20:57:48,2016-07-03 20:57:48,CLOSED-SUCCESSFUL,0,,
1561,AFOM01561,ACT004,HFC-SRI,2017-01-22 14:42:26,2017-01-24 14:42:26,ERROR,0,ERR003,Error encoutnered from on system ABC.
1562,AFOM01562,ACT009,HFC-SRI,2016-08-06 20:21:46,2016-08-08 20:21:46,STARTED,0,,
1563,AFOM01563,ACT009,HFC-SRI,2016-01-27 10:21:19,2016-01-29 10:21:19,CREATED,0,,
1564,AFOM01564,ACT010,PNI,2017-02-02 17:18:30,2017-02-04 17:18:30,RETRY-STARTED,2,,
1565,AFOM01565,ACT005,FTTN-SRI,2016-12-13 02:01:59,2016-12-15 02:01:59,RETRY-SUCCESS,2,,
1566,AFOM01566,ACT001,FTTN-SRI,2015-09-11 06:41:11,2015-09-13 06:41:11,ERROR,0,ERR003,Error encoutnered from on system ABC.
1567,AFOM01567,ACT001,FTTN-SRI,2017-03-25 09:35:16,2017-03-27 09:35:16,RETRY-STARTED,3,,
1568,AFOM01568,ACT008,FTTN-SRI,2015-11-27 04:58:39,2015-11-29 04:58:39,ERROR,0,ERR002,Error Response received from system XYZ.
1569,AFOM01569,ACT004,HFC-SRI,2016-10-29 16:53:54,2016-10-31 16:53:54,CREATED,0,,
1570,AFOM01570,ACT005,FTTN-SRI,2016-06-05 13:35:35,2016-06-07 13:35:35,CLOSED-FAILURE,0,,
1571,AFOM01571,ACT004,HFC-SRI,2017-02-08 17:16:45,2017-02-10 17:16:45,CLOSED-SUCCESSFUL,0,,
1572,AFOM01572,ACT006,HFC-SRI,2016-07-04 22:05:21,2016-07-06 22:05:21,RETRY-FAILURE,1,,
1573,AFOM01573,ACT009,HFC-SRI,2016-04-04 01:10:54,2016-04-06 01:10:54,CLOSED-SUCCESSFUL,0,,
1574,AFOM01574,ACT002,HFC-SRI,2016-06-23 01:32:08,2016-06-25 01:32:08,CREATED,0,,
1575,AFOM01575,ACT001,FTTN-SRI,2015-09-19 09:24:24,2015-09-21 09:24:24,ERROR,0,ERR001,Message to system XYZ timed out.
1576,AFOM01576,ACT004,HFC-SRI,2016-02-28 06:14:12,2016-03-01 06:14:12,RETRY-STARTED,3,,
1577,AFOM01577,ACT005,FTTN-SRI,2016-05-31 01:34:52,2016-06-02 01:34:52,RETRY-SUCCESS,1,,
1578,AFOM01578,ACT009,HFC-SRI,2016-03-22 20:35:35,2016-03-24 20:35:35,CREATED,0,,
1579,AFOM01579,ACT005,FTTN-SRI,2017-03-13 21:02:36,2017-03-15 21:02:36,CREATED,0,,
1580,AFOM01580,ACT010,PNI,2016-07-09 12:31:38,2016-07-11 12:31:38,STARTED,0,,
1581,AFOM01581,ACT007,PNI,2016-12-16 08:22:24,2016-12-18 08:22:24,RETRY-STARTED,1,,
1582,AFOM01582,ACT001,FTTN-SRI,2017-04-30 08:40:14,2017-05-02 08:40:14,CLOSED-SUCCESSFUL,0,,
1583,AFOM01583,ACT007,PNI,2017-01-21 19:48:15,2017-01-23 19:48:15,CLOSED-SUCCESSFUL,0,,
1584,AFOM01584,ACT008,FTTN-SRI,2017-01-04 14:39:42,2017-01-06 14:39:42,STARTED,0,,
1585,AFOM01585,ACT010,PNI,2017-02-10 19:55:20,2017-02-12 19:55:20,CLOSED-FAILURE,0,,
1586,AFOM01586,ACT005,FTTN-SRI,2015-12-22 18:52:14,2015-12-24 18:52:14,RETRY-STARTED,2,,
1587,AFOM01587,ACT002,HFC-SRI,2015-11-14 19:44:58,2015-11-16 19:44:58,STARTED,0,,
1588,AFOM01588,ACT008,FTTN-SRI,2015-11-09 13:42:10,2015-11-11 13:42:10,CLOSED-SUCCESSFUL,0,,
1589,AFOM01589,ACT004,HFC-SRI,2015-06-25 03:38:26,2015-06-27 03:38:26,CREATED,0,,
1590,AFOM01590,ACT010,PNI,2015-12-03 18:36:34,2015-12-05 18:36:34,CREATED,0,,
1591,AFOM01591,ACT002,HFC-SRI,2016-03-28 19:18:27,2016-03-30 19:18:27,CLOSED-SUCCESSFUL,0,,
1592,AFOM01592,ACT007,PNI,2017-01-02 17:32:45,2017-01-04 17:32:45,CLOSED-FAILURE,0,,
1593,AFOM01593,ACT003,PNI,2017-04-06 06:31:57,2017-04-08 06:31:57,RETRY-STARTED,1,,
1594,AFOM01594,ACT003,PNI,2015-09-11 10:54:37,2015-09-13 10:54:37,RETRY-FAILURE,2,,
1595,AFOM01595,ACT008,FTTN-SRI,2016-12-28 16:00:46,2016-12-30 16:00:46,STARTED,0,,
1596,AFOM01596,ACT006,HFC-SRI,2015-10-28 12:36:22,2015-10-30 12:36:22,STARTED,0,,
1597,AFOM01597,ACT004,HFC-SRI,2017-01-05 00:34:34,2017-01-07 00:34:34,STARTED,0,,
1598,AFOM01598,ACT005,FTTN-SRI,2017-03-11 23:21:37,2017-03-13 23:21:37,ERROR,0,ERR003,Error encoutnered from on system ABC.
1599,AFOM01599,ACT010,PNI,2015-08-03 21:19:10,2015-08-05 21:19:10,ERROR,0,ERR003,Error encoutnered from on system ABC.
1600,AFOM01600,ACT003,PNI,2015-07-28 00:53:35,2015-07-30 00:53:35,RETRY-STARTED,1,,
1601,AFOM01601,ACT002,HFC-SRI,2016-04-13 18:05:06,2016-04-15 18:05:06,CREATED,0,,
1602,AFOM01602,ACT003,PNI,2015-06-01 18:47:00,2015-06-03 18:47:00,ERROR,0,ERR003,Error encoutnered from on system ABC.
1603,AFOM01603,ACT003,PNI,2015-09-20 15:38:22,2015-09-22 15:38:22,RETRY-SUCCESS,2,,
1604,AFOM01604,ACT005,FTTN-SRI,2016-03-26 05:22:38,2016-03-28 05:22:38,RETRY-STARTED,1,,
1605,AFOM01605,ACT006,HFC-SRI,2015-06-30 12:08:35,2015-07-02 12:08:35,ERROR,0,ERR002,Error Response received from system XYZ.
1606,AFOM01606,ACT008,FTTN-SRI,2017-03-04 05:39:24,2017-03-06 05:39:24,CLOSED-SUCCESSFUL,0,,
1607,AFOM01607,ACT005,FTTN-SRI,2015-10-06 04:18:27,2015-10-08 04:18:27,CLOSED-FAILURE,0,,
1608,AFOM01608,ACT003,PNI,2017-03-30 00:42:01,2017-04-01 00:42:01,CREATED,0,,
1609,AFOM01609,ACT006,HFC-SRI,2017-01-14 05:51:08,2017-01-16 05:51:08,CLOSED-FAILURE,0,,
1610,AFOM01610,ACT005,FTTN-SRI,2016-05-21 05:08:20,2016-05-23 05:08:20,RETRY-SUCCESS,2,,
1611,AFOM01611,ACT002,HFC-SRI,2017-04-30 03:03:37,2017-05-02 03:03:37,STARTED,0,,
1612,AFOM01612,ACT001,FTTN-SRI,2015-07-21 18:39:37,2015-07-23 18:39:37,CLOSED-FAILURE,0,,
1613,AFOM01613,ACT009,HFC-SRI,2016-10-15 05:08:04,2016-10-17 05:08:04,RETRY-STARTED,2,,
1614,AFOM01614,ACT003,PNI,2015-06-02 06:54:56,2015-06-04 06:54:56,CLOSED-FAILURE,0,,
1615,AFOM01615,ACT007,PNI,2015-12-04 17:19:04,2015-12-06 17:19:04,RETRY-STARTED,1,,
1616,AFOM01616,ACT003,PNI,2016-09-17 05:59:55,2016-09-19 05:59:55,CLOSED-SUCCESSFUL,0,,
1617,AFOM01617,ACT004,HFC-SRI,2016-10-13 02:18:35,2016-10-15 02:18:35,RETRY-FAILURE,2,,
1618,AFOM01618,ACT009,HFC-SRI,2015-07-07 14:26:25,2015-07-09 14:26:25,RETRY-FAILURE,2,,
1619,AFOM01619,ACT002,HFC-SRI,2016-09-27 10:56:30,2016-09-29 10:56:30,RETRY-SUCCESS,1,,
1620,AFOM01620,ACT004,HFC-SRI,2015-05-17 13:01:12,2015-05-19 13:01:12,RETRY-STARTED,1,,
1621,AFOM01621,ACT010,PNI,2015-07-15 05:09:21,2015-07-17 05:09:21,ERROR,0,ERR001,Message to system XYZ timed out.
1622,AFOM01622,ACT007,PNI,2016-03-16 18:00:10,2016-03-18 18:00:10,CREATED,0,,
1623,AFOM01623,ACT002,HFC-SRI,2016-05-12 21:19:13,2016-05-14 21:19:13,RETRY-FAILURE,1,,
1624,AFOM01624,ACT007,PNI,2015-08-26 22:00:44,2015-08-28 22:00:44,CLOSED-SUCCESSFUL,0,,
1625,AFOM01625,ACT007,PNI,2015-06-23 20:45:04,2015-06-25 20:45:04,RETRY-FAILURE,3,,
1626,AFOM01626,ACT010,PNI,2015-05-21 01:14:28,2015-05-23 01:14:28,RETRY-SUCCESS,2,,
1627,AFOM01627,ACT002,HFC-SRI,2016-01-14 19:00:07,2016-01-16 19:00:07,STARTED,0,,
1628,AFOM01628,ACT001,FTTN-SRI,2016-02-27 19:39:37,2016-02-29 19:39:37,CLOSED-SUCCESSFUL,0,,
1629,AFOM01629,ACT009,HFC-SRI,2015-09-08 10:48:25,2015-09-10 10:48:25,CLOSED-FAILURE,0,,
1630,AFOM01630,ACT002,HFC-SRI,2017-03-29 18:56:34,2017-03-31 18:56:34,CLOSED-FAILURE,0,,
1631,AFOM01631,ACT010,PNI,2015-05-16 08:37:06,2015-05-18 08:37:06,CREATED,0,,
1632,AFOM01632,ACT004,HFC-SRI,2017-04-16 11:48:27,2017-04-18 11:48:27,CLOSED-SUCCESSFUL,0,,
1633,AFOM01633,ACT010,PNI,2015-07-06 23:28:08,2015-07-08 23:28:08,ERROR,0,ERR003,Error encoutnered from on system ABC.
1634,AFOM01634,ACT010,PNI,2016-06-14 05:18:42,2016-06-16 05:18:42,CLOSED-SUCCESSFUL,0,,
1635,AFOM01635,ACT005,FTTN-SRI,2017-01-21 18:32:45,2017-01-23 18:32:45,ERROR,0,ERR001,Message to system XYZ timed out.
1636,AFOM01636,ACT001,FTTN-SRI,2016-07-16 13:27:03,2016-07-18 13:27:03,CREATED,0,,
1637,AFOM01637,ACT007,PNI,2017-04-17 15:07:02,2017-04-19 15:07:02,RETRY-STARTED,2,,
1638,AFOM01638,ACT009,HFC-SRI,2016-07-13 07:32:18,2016-07-15 07:32:18,CREATED,0,,
1639,AFOM01639,ACT008,FTTN-SRI,2015-11-14 16:34:17,2015-11-16 16:34:17,RETRY-STARTED,3,,
1640,AFOM01640,ACT007,PNI,2016-11-03 00:21:37,2016-11-05 00:21:37,CREATED,0,,
1641,AFOM01641,ACT002,HFC-SRI,2016-09-12 23:41:32,2016-09-14 23:41:32,RETRY-STARTED,2,,
1642,AFOM01642,ACT004,HFC-SRI,2016-06-12 08:54:29,2016-06-14 08:54:29,RETRY-SUCCESS,3,,
1643,AFOM01643,ACT010,PNI,2015-10-17 06:21:00,2015-10-19 06:21:00,CLOSED-SUCCESSFUL,0,,
1644,AFOM01644,ACT005,FTTN-SRI,2015-12-05 23:05:23,2015-12-07 23:05:23,RETRY-STARTED,2,,
1645,AFOM01645,ACT007,PNI,2016-08-08 04:59:08,2016-08-10 04:59:08,RETRY-STARTED,2,,
1646,AFOM01646,ACT005,FTTN-SRI,2016-12-23 20:58:26,2016-12-25 20:58:26,CLOSED-FAILURE,0,,
1647,AFOM01647,ACT007,PNI,2017-02-10 08:57:02,2017-02-12 08:57:02,CLOSED-SUCCESSFUL,0,,
1648,AFOM01648,ACT002,HFC-SRI,2015-06-23 01:17:19,2015-06-25 01:17:19,RETRY-SUCCESS,3,,
1649,AFOM01649,ACT002,HFC-SRI,2016-03-13 03:43:13,2016-03-15 03:43:13,CLOSED-SUCCESSFUL,0,,
1650,AFOM01650,ACT008,FTTN-SRI,2015-07-08 08:07:47,2015-07-10 08:07:47,CLOSED-SUCCESSFUL,0,,
1651,AFOM01651,ACT003,PNI,2016-01-01 09:24:32,2016-01-03 09:24:32,CREATED,0,,
1652,AFOM01652,ACT010,PNI,2016-08-31 02:58:15,2016-09-02 02:58:15,RETRY-SUCCESS,2,,
1653,AFOM01653,ACT005,FTTN-SRI,2015-07-05 09:39:02,2015-07-07 09:39:02,RETRY-STARTED,3,,
1654,AFOM01654,ACT009,HFC-SRI,2017-04-16 02:57:06,2017-04-18 02:57:06,CLOSED-SUCCESSFUL,0,,
1655,AFOM01655,ACT004,HFC-SRI,2015-05-14 00:50:40,2015-05-16 00:50:40,RETRY-STARTED,1,,
1656,AFOM01656,ACT007,PNI,2015-11-27 07:11:16,2015-11-29 07:11:16,RETRY-FAILURE,1,,
1657,AFOM01657,ACT006,HFC-SRI,2016-12-07 10:54:59,2016-12-09 10:54:59,RETRY-SUCCESS,1,,
1658,AFOM01658,ACT003,PNI,2016-11-04 13:47:35,2016-11-06 13:47:35,RETRY-STARTED,3,,
1659,AFOM01659,ACT001,FTTN-SRI,2016-07-12 00:01:59,2016-07-14 00:01:59,RETRY-SUCCESS,3,,
1660,AFOM01660,ACT005,FTTN-SRI,2015-09-21 07:06:28,2015-09-23 07:06:28,RETRY-SUCCESS,3,,
1661,AFOM01661,ACT008,FTTN-SRI,2016-06-14 04:47:13,2016-06-16 04:47:13,CREATED,0,,
1662,AFOM01662,ACT001,FTTN-SRI,2015-06-12 14:46:19,2015-06-14 14:46:19,CLOSED-SUCCESSFUL,0,,
1663,AFOM01663,ACT009,HFC-SRI,2015-11-12 10:32:38,2015-11-14 10:32:38,ERROR,0,ERR003,Error encoutnered from on system ABC.
1664,AFOM01664,ACT004,HFC-SRI,2015-12-08 17:19:21,2015-12-10 17:19:21,CLOSED-FAILURE,0,,
1665,AFOM01665,ACT007,PNI,2015-12-24 15:45:02,2015-12-26 15:45:02,RETRY-STARTED,3,,
1666,AFOM01666,ACT001,FTTN-SRI,2016-07-22 13:45:35,2016-07-24 13:45:35,RETRY-SUCCESS,1,,
1667,AFOM01667,ACT002,HFC-SRI,2016-12-28 14:49:09,2016-12-30 14:49:09,ERROR,0,ERR001,Message to system XYZ timed out.
1668,AFOM01668,ACT001,FTTN-SRI,2016-03-18 23:09:46,2016-03-20 23:09:46,CREATED,0,,
1669,AFOM01669,ACT002,HFC-SRI,2017-03-15 05:48:34,2017-03-17 05:48:34,RETRY-SUCCESS,3,,
1670,AFOM01670,ACT010,PNI,2015-11-18 08:06:53,2015-11-20 08:06:53,RETRY-STARTED,2,,
1671,AFOM01671,ACT007,PNI,2015-08-08 05:21:02,2015-08-10 05:21:02,STARTED,0,,
1672,AFOM01672,ACT004,HFC-SRI,2016-08-20 07:46:30,2016-08-22 07:46:30,CLOSED-SUCCESSFUL,0,,
1673,AFOM01673,ACT003,PNI,2016-11-18 15:39:14,2016-11-20 15:39:14,RETRY-SUCCESS,1,,
1674,AFOM01674,ACT006,HFC-SRI,2016-06-05 10:46:48,2016-06-07 10:46:48,ERROR,0,ERR001,Message to system XYZ timed out.
1675,AFOM01675,ACT006,HFC-SRI,2016-10-14 20:44:08,2016-10-16 20:44:08,CLOSED-FAILURE,0,,
1676,AFOM01676,ACT007,PNI,2015-07-08 10:50:44,2015-07-10 10:50:44,CLOSED-SUCCESSFUL,0,,
1677,AFOM01677,ACT005,FTTN-SRI,2016-05-16 09:01:18,2016-05-18 09:01:18,RETRY-FAILURE,1,,
1678,AFOM01678,ACT007,PNI,2015-09-06 19:28:33,2015-09-08 19:28:33,CLOSED-SUCCESSFUL,0,,
