id,source_fallout_id,action_id,target_system,creation_timestamp,due_date,status,retry_count
4800,AFOM04800,ACT009,HFC-SRI,24/03/17 10:15,26/03/17 10:15,ERROR,
4801,AFOM04801,ACT004,HFC-SRI,24/03/17 20:43,26/03/17 20:43,RETRY-SUCCESS,3
4802,AFOM04802,ACT003,PNI,25/03/17 17:46,27/03/17 17:46,ERROR,
4803,AFOM04803,ACT005,FTTN-SRI,25/03/17 00:10,27/03/17 00:10,ERROR,
4804,AFOM04804,ACT003,PNI,21/03/17 02:25,23/03/17 02:25,RETRY-STARTED,2
4805,AFOM04805,ACT005,FTTN-SRI,27/03/17 02:16,29/03/17 02:16,CREATED,
4806,AFOM04806,ACT009,HFC-SRI,29/03/17 04:16,31/03/17 04:16,STARTED,
4807,AFOM04807,ACT009,HFC-SRI,21/03/17 22:47,23/03/17 22:47,STARTED,
4808,AFOM04808,ACT004,HFC-SRI,29/03/17 03:39,31/03/17 03:39,STARTED,
4809,AFOM04809,ACT007,PNI,28/03/17 23:21,30/03/17 23:21,RETRY-FAILURE,2
4810,AFOM04810,ACT004,HFC-SRI,22/03/17 14:39,24/03/17 14:39,RETRY-FAILURE,1
4811,AFOM04811,ACT009,HFC-SRI,20/03/17 04:42,22/03/17 04:42,STARTED,
4812,AFOM04812,ACT007,PNI,26/03/17 17:18,28/03/17 17:18,CLOSED-FAILURE,
4813,AFOM04813,ACT009,HFC-SRI,24/03/17 00:52,26/03/17 00:52,RETRY-STARTED,3
4814,AFOM04814,ACT006,HFC-SRI,25/03/17 05:34,27/03/17 05:34,CLOSED-FAILURE,
4815,AFOM04815,ACT002,HFC-SRI,23/03/17 09:37,25/03/17 09:37,CREATED,
4816,AFOM04816,ACT005,FTTN-SRI,28/03/17 10:15,30/03/17 10:15,RETRY-STARTED,2
4817,AFOM04817,ACT001,FTTN-SRI,24/03/17 23:41,26/03/17 23:41,RETRY-SUCCESS,2
4818,AFOM04818,ACT005,FTTN-SRI,20/03/17 09:08,22/03/17 09:08,CLOSED-FAILURE,
4819,AFOM04819,ACT003,PNI,27/03/17 20:55,29/03/17 20:55,RETRY-SUCCESS,3
4820,AFOM04820,ACT001,FTTN-SRI,23/03/17 22:14,25/03/17 22:14,RETRY-STARTED,2
4821,AFOM04821,ACT002,HFC-SRI,19/03/17 21:04,21/03/17 21:04,RETRY-SUCCESS,1
4822,AFOM04822,ACT005,FTTN-SRI,21/03/17 03:05,23/03/17 03:05,RETRY-FAILURE,3
4823,AFOM04823,ACT002,HFC-SRI,28/03/17 20:38,30/03/17 20:38,CREATED,
4824,AFOM04824,ACT009,HFC-SRI,25/03/17 14:26,27/03/17 14:26,CREATED,
4825,AFOM04825,ACT010,PNI,29/03/17 01:17,31/03/17 01:17,CLOSED-FAILURE,
4826,AFOM04826,ACT003,PNI,24/03/17 08:38,26/03/17 08:38,RETRY-FAILURE,2
4827,AFOM04827,ACT010,PNI,29/03/17 04:07,31/03/17 04:07,CLOSED-FAILURE,
4828,AFOM04828,ACT007,PNI,29/03/17 05:43,31/03/17 05:43,CREATED,
4829,AFOM04829,ACT009,HFC-SRI,19/03/17 22:53,21/03/17 22:53,ERROR,
4830,AFOM04830,ACT010,PNI,26/03/17 14:49,28/03/17 14:49,CLOSED-SUCCESSFUL,
4831,AFOM04831,ACT006,HFC-SRI,28/03/17 04:05,30/03/17 04:05,RETRY-STARTED,1
4832,AFOM04832,ACT008,FTTN-SRI,26/03/17 06:12,28/03/17 06:12,RETRY-FAILURE,3
4833,AFOM04833,ACT007,PNI,27/03/17 02:36,29/03/17 02:36,CREATED,
4834,AFOM04834,ACT009,HFC-SRI,22/03/17 11:45,24/03/17 11:45,ERROR,
4835,AFOM04835,ACT002,HFC-SRI,27/03/17 01:46,29/03/17 01:46,CLOSED-FAILURE,
4836,AFOM04836,ACT004,HFC-SRI,23/03/17 01:26,25/03/17 01:26,RETRY-STARTED,2
4837,AFOM04837,ACT005,FTTN-SRI,20/03/17 23:22,22/03/17 23:22,CLOSED-FAILURE,
4838,AFOM04838,ACT004,HFC-SRI,22/03/17 19:16,24/03/17 19:16,CLOSED-SUCCESSFUL,
4839,AFOM04839,ACT007,PNI,22/03/17 03:50,24/03/17 03:50,CREATED,
4840,AFOM04840,ACT007,PNI,19/03/17 20:43,21/03/17 20:43,ERROR,
4841,AFOM04841,ACT010,PNI,25/03/17 07:32,27/03/17 07:32,RETRY-SUCCESS,1
4842,AFOM04842,ACT010,PNI,23/03/17 08:33,25/03/17 08:33,RETRY-SUCCESS,3
4843,AFOM04843,ACT001,FTTN-SRI,28/03/17 03:42,30/03/17 03:42,CLOSED-FAILURE,
4844,AFOM04844,ACT010,PNI,25/03/17 11:06,27/03/17 11:06,RETRY-FAILURE,3
4845,AFOM04845,ACT003,PNI,27/03/17 23:05,29/03/17 23:05,RETRY-FAILURE,2
4846,AFOM04846,ACT005,FTTN-SRI,26/03/17 10:27,28/03/17 10:27,RETRY-SUCCESS,3
4847,AFOM04847,ACT001,FTTN-SRI,20/03/17 17:55,22/03/17 17:55,RETRY-STARTED,3
4848,AFOM04848,ACT010,PNI,21/03/17 07:24,23/03/17 07:24,CLOSED-FAILURE,
4849,AFOM04849,ACT007,PNI,21/03/17 18:28,23/03/17 18:28,RETRY-STARTED,2
4850,AFOM04850,ACT009,HFC-SRI,22/03/17 13:31,24/03/17 13:31,STARTED,
4851,AFOM04851,ACT010,PNI,23/03/17 09:29,25/03/17 09:29,STARTED,
4852,AFOM04852,ACT002,HFC-SRI,21/03/17 01:39,23/03/17 01:39,CLOSED-FAILURE,
4853,AFOM04853,ACT007,PNI,19/03/17 16:56,21/03/17 16:56,STARTED,
4854,AFOM04854,ACT002,HFC-SRI,29/03/17 04:24,31/03/17 04:24,RETRY-SUCCESS,2
4855,AFOM04855,ACT009,HFC-SRI,25/03/17 09:03,27/03/17 09:03,STARTED,
4856,AFOM04856,ACT002,HFC-SRI,22/03/17 08:17,24/03/17 08:17,RETRY-FAILURE,2
4857,AFOM04857,ACT003,PNI,28/03/17 23:20,30/03/17 23:20,STARTED,
4858,AFOM04858,ACT007,PNI,24/03/17 19:51,26/03/17 19:51,CLOSED-SUCCESSFUL,
4859,AFOM04859,ACT010,PNI,28/03/17 22:52,30/03/17 22:52,CLOSED-SUCCESSFUL,
4860,AFOM04860,ACT009,HFC-SRI,24/03/17 00:12,26/03/17 00:12,RETRY-FAILURE,3
4861,AFOM04861,ACT008,FTTN-SRI,28/03/17 11:50,30/03/17 11:50,STARTED,
4862,AFOM04862,ACT005,FTTN-SRI,23/03/17 06:09,25/03/17 06:09,STARTED,
4863,AFOM04863,ACT002,HFC-SRI,28/03/17 06:24,30/03/17 06:24,CLOSED-FAILURE,
4864,AFOM04864,ACT003,PNI,24/03/17 07:27,26/03/17 07:27,CLOSED-SUCCESSFUL,
4865,AFOM04865,ACT010,PNI,25/03/17 01:19,27/03/17 01:19,RETRY-SUCCESS,3
4866,AFOM04866,ACT006,HFC-SRI,22/03/17 04:35,24/03/17 04:35,CLOSED-SUCCESSFUL,
4867,AFOM04867,ACT005,FTTN-SRI,28/03/17 23:15,30/03/17 23:15,CREATED,
4868,AFOM04868,ACT007,PNI,21/03/17 00:25,23/03/17 00:25,RETRY-SUCCESS,1
4869,AFOM04869,ACT009,HFC-SRI,22/03/17 12:05,24/03/17 12:05,CLOSED-FAILURE,
4870,AFOM04870,ACT005,FTTN-SRI,26/03/17 21:40,28/03/17 21:40,CREATED,
4871,AFOM04871,ACT002,HFC-SRI,21/03/17 16:02,23/03/17 16:02,RETRY-FAILURE,1
4872,AFOM04872,ACT004,HFC-SRI,26/03/17 15:14,28/03/17 15:14,RETRY-SUCCESS,1
4873,AFOM04873,ACT003,PNI,27/03/17 18:03,29/03/17 18:03,RETRY-STARTED,2
4874,AFOM04874,ACT006,HFC-SRI,24/03/17 00:44,26/03/17 00:44,CLOSED-FAILURE,
4875,AFOM04875,ACT008,FTTN-SRI,25/03/17 03:50,27/03/17 03:50,RETRY-SUCCESS,3
4876,AFOM04876,ACT001,FTTN-SRI,29/03/17 02:41,31/03/17 02:41,ERROR,
4877,AFOM04877,ACT007,PNI,27/03/17 18:06,29/03/17 18:06,RETRY-STARTED,2
4878,AFOM04878,ACT006,HFC-SRI,26/03/17 03:08,28/03/17 03:08,CREATED,
4879,AFOM04879,ACT004,HFC-SRI,22/03/17 08:31,24/03/17 08:31,ERROR,
4880,AFOM04880,ACT007,PNI,26/03/17 02:58,28/03/17 02:58,CREATED,
4881,AFOM04881,ACT001,FTTN-SRI,25/03/17 07:08,27/03/17 07:08,CLOSED-FAILURE,
4882,AFOM04882,ACT002,HFC-SRI,27/03/17 21:34,29/03/17 21:34,CREATED,
4883,AFOM04883,ACT009,HFC-SRI,27/03/17 07:56,29/03/17 07:56,RETRY-STARTED,1
4884,AFOM04884,ACT003,PNI,25/03/17 13:50,27/03/17 13:50,CREATED,
4885,AFOM04885,ACT006,HFC-SRI,21/03/17 12:08,23/03/17 12:08,ERROR,
4886,AFOM04886,ACT003,PNI,24/03/17 14:15,26/03/17 14:15,CLOSED-FAILURE,
4887,AFOM04887,ACT005,FTTN-SRI,25/03/17 11:49,27/03/17 11:49,ERROR,
4888,AFOM04888,ACT001,FTTN-SRI,27/03/17 09:49,29/03/17 09:49,CLOSED-SUCCESSFUL,
4889,AFOM04889,ACT005,FTTN-SRI,20/03/17 02:57,22/03/17 02:57,CLOSED-FAILURE,
4890,AFOM04890,ACT010,PNI,25/03/17 15:56,27/03/17 15:56,CLOSED-SUCCESSFUL,
4891,AFOM04891,ACT007,PNI,25/03/17 16:24,27/03/17 16:24,ERROR,
4892,AFOM04892,ACT008,FTTN-SRI,25/03/17 14:58,27/03/17 14:58,RETRY-STARTED,3
4893,AFOM04893,ACT005,FTTN-SRI,20/03/17 00:39,22/03/17 00:39,ERROR,
4894,AFOM04894,ACT006,HFC-SRI,29/03/17 08:06,31/03/17 08:06,RETRY-SUCCESS,3
4895,AFOM04895,ACT008,FTTN-SRI,24/03/17 07:08,26/03/17 07:08,CLOSED-SUCCESSFUL,
4896,AFOM04896,ACT010,PNI,20/03/17 06:46,22/03/17 06:46,RETRY-FAILURE,1
4897,AFOM04897,ACT007,PNI,19/03/17 17:24,21/03/17 17:24,CLOSED-FAILURE,
4898,AFOM04898,ACT006,HFC-SRI,28/03/17 03:07,30/03/17 03:07,RETRY-SUCCESS,3
4899,AFOM04899,ACT004,HFC-SRI,20/03/17 20:41,22/03/17 20:41,RETRY-SUCCESS,3
4900,AFOM04900,ACT004,HFC-SRI,26/03/17 13:18,28/03/17 13:18,RETRY-FAILURE,3
4901,AFOM04901,ACT007,PNI,21/03/17 16:21,23/03/17 16:21,CLOSED-FAILURE,
4902,AFOM04902,ACT003,PNI,20/03/17 12:59,22/03/17 12:59,RETRY-FAILURE,3
4903,AFOM04903,ACT001,FTTN-SRI,27/03/17 07:20,29/03/17 07:20,STARTED,
4904,AFOM04904,ACT007,PNI,27/03/17 13:02,29/03/17 13:02,CLOSED-FAILURE,
4905,AFOM04905,ACT009,HFC-SRI,21/03/17 23:20,23/03/17 23:20,RETRY-STARTED,2
4906,AFOM04906,ACT009,HFC-SRI,28/03/17 18:39,30/03/17 18:39,RETRY-FAILURE,2
4907,AFOM04907,ACT003,PNI,28/03/17 19:32,30/03/17 19:32,CLOSED-FAILURE,
4908,AFOM04908,ACT004,HFC-SRI,24/03/17 06:18,26/03/17 06:18,CLOSED-SUCCESSFUL,
4909,AFOM04909,ACT003,PNI,26/03/17 08:33,28/03/17 08:33,CREATED,
4910,AFOM04910,ACT008,FTTN-SRI,26/03/17 18:20,28/03/17 18:20,CLOSED-FAILURE,
4911,AFOM04911,ACT005,FTTN-SRI,23/03/17 14:14,25/03/17 14:14,ERROR,
4912,AFOM04912,ACT007,PNI,20/03/17 10:45,22/03/17 10:45,RETRY-SUCCESS,2
4913,AFOM04913,ACT003,PNI,23/03/17 01:06,25/03/17 01:06,CLOSED-SUCCESSFUL,
4914,AFOM04914,ACT006,HFC-SRI,26/03/17 17:51,28/03/17 17:51,CLOSED-FAILURE,
4915,AFOM04915,ACT004,HFC-SRI,26/03/17 22:45,28/03/17 22:45,RETRY-STARTED,1
4916,AFOM04916,ACT003,PNI,28/03/17 16:14,30/03/17 16:14,CREATED,
4917,AFOM04917,ACT001,FTTN-SRI,20/03/17 10:58,22/03/17 10:58,RETRY-SUCCESS,2
4918,AFOM04918,ACT009,HFC-SRI,24/03/17 11:45,26/03/17 11:45,RETRY-FAILURE,1
4919,AFOM04919,ACT010,PNI,26/03/17 15:56,28/03/17 15:56,STARTED,
4920,AFOM04920,ACT010,PNI,21/03/17 08:11,23/03/17 08:11,STARTED,
4921,AFOM04921,ACT002,HFC-SRI,28/03/17 11:38,30/03/17 11:38,RETRY-STARTED,1
4922,AFOM04922,ACT008,FTTN-SRI,25/03/17 10:57,27/03/17 10:57,STARTED,
4923,AFOM04923,ACT002,HFC-SRI,27/03/17 10:23,29/03/17 10:23,CLOSED-FAILURE,
4924,AFOM04924,ACT010,PNI,24/03/17 04:51,26/03/17 04:51,ERROR,
4925,AFOM04925,ACT004,HFC-SRI,22/03/17 10:26,24/03/17 10:26,ERROR,
4926,AFOM04926,ACT007,PNI,25/03/17 09:15,27/03/17 09:15,RETRY-SUCCESS,1
4927,AFOM04927,ACT008,FTTN-SRI,22/03/17 12:06,24/03/17 12:06,CREATED,
4928,AFOM04928,ACT005,FTTN-SRI,20/03/17 16:47,22/03/17 16:47,CREATED,
4929,AFOM04929,ACT009,HFC-SRI,29/03/17 12:43,31/03/17 12:43,CREATED,
4930,AFOM04930,ACT007,PNI,20/03/17 18:54,22/03/17 18:54,CREATED,
4931,AFOM04931,ACT006,HFC-SRI,20/03/17 15:21,22/03/17 15:21,CREATED,
4932,AFOM04932,ACT005,FTTN-SRI,21/03/17 09:44,23/03/17 09:44,RETRY-STARTED,2
4933,AFOM04933,ACT001,FTTN-SRI,27/03/17 08:07,29/03/17 08:07,RETRY-FAILURE,2
4934,AFOM04934,ACT004,HFC-SRI,26/03/17 23:56,28/03/17 23:56,CLOSED-SUCCESSFUL,
4935,AFOM04935,ACT009,HFC-SRI,22/03/17 12:20,24/03/17 12:20,ERROR,
4936,AFOM04936,ACT009,HFC-SRI,24/03/17 02:02,26/03/17 02:02,RETRY-FAILURE,3
4937,AFOM04937,ACT010,PNI,25/03/17 21:51,27/03/17 21:51,RETRY-STARTED,2
4938,AFOM04938,ACT010,PNI,23/03/17 19:30,25/03/17 19:30,RETRY-FAILURE,2
4939,AFOM04939,ACT001,FTTN-SRI,21/03/17 18:00,23/03/17 18:00,RETRY-SUCCESS,3
4940,AFOM04940,ACT002,HFC-SRI,25/03/17 05:33,27/03/17 05:33,CREATED,
4941,AFOM04941,ACT002,HFC-SRI,21/03/17 07:59,23/03/17 07:59,STARTED,
4942,AFOM04942,ACT006,HFC-SRI,20/03/17 06:37,22/03/17 06:37,RETRY-SUCCESS,2
4943,AFOM04943,ACT010,PNI,29/03/17 08:27,31/03/17 08:27,RETRY-STARTED,1
4944,AFOM04944,ACT002,HFC-SRI,29/03/17 09:58,31/03/17 09:58,RETRY-FAILURE,1
4945,AFOM04945,ACT006,HFC-SRI,26/03/17 21:15,28/03/17 21:15,CLOSED-SUCCESSFUL,
4946,AFOM04946,ACT009,HFC-SRI,27/03/17 19:28,29/03/17 19:28,ERROR,
4947,AFOM04947,ACT001,FTTN-SRI,20/03/17 09:46,22/03/17 09:46,CLOSED-FAILURE,
4948,AFOM04948,ACT010,PNI,22/03/17 02:58,24/03/17 02:58,RETRY-STARTED,3
4949,AFOM04949,ACT007,PNI,22/03/17 05:01,24/03/17 05:01,CLOSED-FAILURE,
4950,AFOM04950,ACT002,HFC-SRI,27/03/17 03:10,29/03/17 03:10,RETRY-STARTED,1
4951,AFOM04951,ACT010,PNI,25/03/17 18:00,27/03/17 18:00,CLOSED-FAILURE,
4952,AFOM04952,ACT006,HFC-SRI,23/03/17 16:15,25/03/17 16:15,RETRY-FAILURE,3
4953,AFOM04953,ACT009,HFC-SRI,20/03/17 18:01,22/03/17 18:01,RETRY-STARTED,3
4954,AFOM04954,ACT003,PNI,20/03/17 01:08,22/03/17 01:08,RETRY-SUCCESS,2
4955,AFOM04955,ACT008,FTTN-SRI,28/03/17 21:45,30/03/17 21:45,CLOSED-FAILURE,
4956,AFOM04956,ACT005,FTTN-SRI,21/03/17 23:52,23/03/17 23:52,CLOSED-SUCCESSFUL,
4957,AFOM04957,ACT005,FTTN-SRI,26/03/17 17:59,28/03/17 17:59,CLOSED-SUCCESSFUL,
4958,AFOM04958,ACT010,PNI,24/03/17 12:01,26/03/17 12:01,CLOSED-SUCCESSFUL,
4959,AFOM04959,ACT005,FTTN-SRI,23/03/17 14:43,25/03/17 14:43,ERROR,
4960,AFOM04960,ACT003,PNI,23/03/17 22:38,25/03/17 22:38,ERROR,
4961,AFOM04961,ACT001,FTTN-SRI,25/03/17 09:46,27/03/17 09:46,RETRY-STARTED,1
4962,AFOM04962,ACT009,HFC-SRI,20/03/17 14:14,22/03/17 14:14,RETRY-SUCCESS,1
4963,AFOM04963,ACT002,HFC-SRI,21/03/17 21:58,23/03/17 21:58,CLOSED-FAILURE,
4964,AFOM04964,ACT002,HFC-SRI,26/03/17 08:37,28/03/17 08:37,RETRY-STARTED,2
4965,AFOM04965,ACT007,PNI,23/03/17 15:36,25/03/17 15:36,ERROR,
4966,AFOM04966,ACT008,FTTN-SRI,27/03/17 19:10,29/03/17 19:10,CLOSED-SUCCESSFUL,
4967,AFOM04967,ACT006,HFC-SRI,27/03/17 05:03,29/03/17 05:03,CLOSED-FAILURE,
4968,AFOM04968,ACT004,HFC-SRI,28/03/17 04:24,30/03/17 04:24,CLOSED-FAILURE,
4969,AFOM04969,ACT006,HFC-SRI,26/03/17 12:12,28/03/17 12:12,RETRY-SUCCESS,2
4970,AFOM04970,ACT007,PNI,19/03/17 17:26,21/03/17 17:26,RETRY-FAILURE,1
4971,AFOM04971,ACT007,PNI,27/03/17 23:19,29/03/17 23:19,CREATED,
4972,AFOM04972,ACT004,HFC-SRI,27/03/17 14:53,29/03/17 14:53,CREATED,
4973,AFOM04973,ACT005,FTTN-SRI,29/03/17 11:40,31/03/17 11:40,CREATED,
4974,AFOM04974,ACT010,PNI,21/03/17 13:37,23/03/17 13:37,ERROR,
4975,AFOM04975,ACT007,PNI,23/03/17 02:38,25/03/17 02:38,RETRY-FAILURE,1
4976,AFOM04976,ACT003,PNI,29/03/17 00:56,31/03/17 00:56,CREATED,
4977,AFOM04977,ACT007,PNI,22/03/17 18:36,24/03/17 18:36,CREATED,
4978,AFOM04978,ACT004,HFC-SRI,21/03/17 16:40,23/03/17 16:40,RETRY-SUCCESS,2
4979,AFOM04979,ACT001,FTTN-SRI,20/03/17 19:13,22/03/17 19:13,STARTED,
4980,AFOM04980,ACT005,FTTN-SRI,28/03/17 15:44,30/03/17 15:44,CLOSED-SUCCESSFUL,
4981,AFOM04981,ACT004,HFC-SRI,25/03/17 10:56,27/03/17 10:56,RETRY-STARTED,2
4982,AFOM04982,ACT009,HFC-SRI,25/03/17 09:07,27/03/17 09:07,CLOSED-SUCCESSFUL,
4983,AFOM04983,ACT006,HFC-SRI,23/03/17 16:19,25/03/17 16:19,ERROR,
4984,AFOM04984,ACT010,PNI,22/03/17 20:02,24/03/17 20:02,STARTED,
4985,AFOM04985,ACT004,HFC-SRI,26/03/17 07:07,28/03/17 07:07,RETRY-SUCCESS,3
4986,AFOM04986,ACT007,PNI,26/03/17 15:07,28/03/17 15:07,CLOSED-SUCCESSFUL,
4987,AFOM04987,ACT005,FTTN-SRI,20/03/17 00:56,22/03/17 00:56,CREATED,
4988,AFOM04988,ACT008,FTTN-SRI,27/03/17 06:01,29/03/17 06:01,RETRY-STARTED,1
4989,AFOM04989,ACT002,HFC-SRI,21/03/17 01:02,23/03/17 01:02,STARTED,
4990,AFOM04990,ACT008,FTTN-SRI,22/03/17 07:17,24/03/17 07:17,ERROR,
4991,AFOM04991,ACT006,HFC-SRI,21/03/17 06:29,23/03/17 06:29,RETRY-STARTED,3
4992,AFOM04992,ACT006,HFC-SRI,20/03/17 05:06,22/03/17 05:06,CLOSED-SUCCESSFUL,
4993,AFOM04993,ACT002,HFC-SRI,22/03/17 03:44,24/03/17 03:44,CLOSED-SUCCESSFUL,
4994,AFOM04994,ACT007,PNI,23/03/17 13:16,25/03/17 13:16,CLOSED-SUCCESSFUL,
4995,AFOM04995,ACT005,FTTN-SRI,25/03/17 00:28,27/03/17 00:28,RETRY-SUCCESS,2
4996,AFOM04996,ACT002,HFC-SRI,25/03/17 04:45,27/03/17 04:45,CLOSED-FAILURE,
4997,AFOM04997,ACT007,PNI,27/03/17 23:03,29/03/17 23:03,RETRY-SUCCESS,3
4998,AFOM04998,ACT010,PNI,24/03/17 08:13,26/03/17 08:13,ERROR,
4999,AFOM04999,ACT003,PNI,23/03/17 22:58,25/03/17 22:58,RETRY-SUCCESS,3
5000,AFOM05000,ACT001,FTTN-SRI,21/03/17 04:09,23/03/17 04:09,CLOSED-SUCCESSFUL,
5001,AFOM05001,ACT002,HFC-SRI,27/03/17 01:59,29/03/17 01:59,RETRY-SUCCESS,3
5002,AFOM05002,ACT007,PNI,23/03/17 23:47,25/03/17 23:47,RETRY-FAILURE,3
5003,AFOM05003,ACT005,FTTN-SRI,22/03/17 04:16,24/03/17 04:16,STARTED,
5004,AFOM05004,ACT005,FTTN-SRI,22/03/17 19:21,24/03/17 19:21,STARTED,
5005,AFOM05005,ACT003,PNI,19/03/17 20:02,21/03/17 20:02,STARTED,
5006,AFOM05006,ACT004,HFC-SRI,21/03/17 21:56,23/03/17 21:56,CLOSED-FAILURE,
5007,AFOM05007,ACT010,PNI,26/03/17 04:25,28/03/17 04:25,RETRY-SUCCESS,1
5008,AFOM05008,ACT003,PNI,27/03/17 06:11,29/03/17 06:11,ERROR,
5009,AFOM05009,ACT008,FTTN-SRI,26/03/17 10:34,28/03/17 10:34,CLOSED-SUCCESSFUL,
5010,AFOM05010,ACT010,PNI,26/03/17 09:36,28/03/17 09:36,STARTED,
5011,AFOM05011,ACT010,PNI,21/03/17 08:32,23/03/17 08:32,RETRY-STARTED,3
5012,AFOM05012,ACT008,FTTN-SRI,23/03/17 09:09,25/03/17 09:09,RETRY-SUCCESS,3
5013,AFOM05013,ACT005,FTTN-SRI,24/03/17 05:08,26/03/17 05:08,RETRY-SUCCESS,3
5014,AFOM05014,ACT009,HFC-SRI,26/03/17 21:10,28/03/17 21:10,CREATED,
5015,AFOM05015,ACT007,PNI,24/03/17 14:36,26/03/17 14:36,RETRY-FAILURE,2
5016,AFOM05016,ACT002,HFC-SRI,24/03/17 09:33,26/03/17 09:33,ERROR,
5017,AFOM05017,ACT006,HFC-SRI,19/03/17 18:50,21/03/17 18:50,CREATED,
5018,AFOM05018,ACT004,HFC-SRI,24/03/17 09:36,26/03/17 09:36,RETRY-FAILURE,1
5019,AFOM05019,ACT002,HFC-SRI,22/03/17 22:21,24/03/17 22:21,CLOSED-FAILURE,
5020,AFOM05020,ACT006,HFC-SRI,25/03/17 01:39,27/03/17 01:39,ERROR,
5021,AFOM05021,ACT001,FTTN-SRI,22/03/17 21:23,24/03/17 21:23,STARTED,
5022,AFOM05022,ACT004,HFC-SRI,24/03/17 08:33,26/03/17 08:33,CREATED,
5023,AFOM05023,ACT005,FTTN-SRI,28/03/17 03:31,30/03/17 03:31,STARTED,
5024,AFOM05024,ACT005,FTTN-SRI,26/03/17 18:31,28/03/17 18:31,CLOSED-FAILURE,
5025,AFOM05025,ACT001,FTTN-SRI,21/03/17 18:19,23/03/17 18:19,RETRY-FAILURE,3
5026,AFOM05026,ACT005,FTTN-SRI,29/03/17 06:56,31/03/17 06:56,CLOSED-SUCCESSFUL,
5027,AFOM05027,ACT005,FTTN-SRI,28/03/17 06:13,30/03/17 06:13,RETRY-SUCCESS,2
5028,AFOM05028,ACT008,FTTN-SRI,23/03/17 10:00,25/03/17 10:00,RETRY-FAILURE,2
5029,AFOM05029,ACT010,PNI,22/03/17 17:21,24/03/17 17:21,STARTED,
5030,AFOM05030,ACT005,FTTN-SRI,25/03/17 18:09,27/03/17 18:09,ERROR,
5031,AFOM05031,ACT008,FTTN-SRI,25/03/17 08:43,27/03/17 08:43,CREATED,
5032,AFOM05032,ACT006,HFC-SRI,25/03/17 00:59,27/03/17 00:59,RETRY-SUCCESS,1
5033,AFOM05033,ACT003,PNI,27/03/17 20:42,29/03/17 20:42,RETRY-SUCCESS,1
5034,AFOM05034,ACT010,PNI,21/03/17 02:25,23/03/17 02:25,CLOSED-SUCCESSFUL,
5035,AFOM05035,ACT004,HFC-SRI,20/03/17 10:02,22/03/17 10:02,RETRY-STARTED,2
5036,AFOM05036,ACT002,HFC-SRI,25/03/17 00:34,27/03/17 00:34,STARTED,
5037,AFOM05037,ACT003,PNI,24/03/17 06:44,26/03/17 06:44,CLOSED-SUCCESSFUL,
5038,AFOM05038,ACT010,PNI,24/03/17 23:43,26/03/17 23:43,CREATED,
5039,AFOM05039,ACT010,PNI,21/03/17 05:18,23/03/17 05:18,STARTED,
5040,AFOM05040,ACT002,HFC-SRI,29/03/17 03:51,31/03/17 03:51,RETRY-SUCCESS,1
5041,AFOM05041,ACT008,FTTN-SRI,24/03/17 23:26,26/03/17 23:26,RETRY-STARTED,3
5042,AFOM05042,ACT005,FTTN-SRI,22/03/17 20:47,24/03/17 20:47,CREATED,
5043,AFOM05043,ACT004,HFC-SRI,29/03/17 13:08,31/03/17 13:08,CLOSED-SUCCESSFUL,
5044,AFOM05044,ACT004,HFC-SRI,23/03/17 09:52,25/03/17 09:52,CLOSED-FAILURE,
5045,AFOM05045,ACT006,HFC-SRI,26/03/17 15:09,28/03/17 15:09,RETRY-STARTED,3
5046,AFOM05046,ACT007,PNI,27/03/17 10:54,29/03/17 10:54,CLOSED-FAILURE,
5047,AFOM05047,ACT007,PNI,28/03/17 13:19,30/03/17 13:19,CLOSED-SUCCESSFUL,
5048,AFOM05048,ACT009,HFC-SRI,24/03/17 05:36,26/03/17 05:36,RETRY-SUCCESS,1
5049,AFOM05049,ACT003,PNI,26/03/17 14:41,28/03/17 14:41,ERROR,
5050,AFOM05050,ACT007,PNI,26/03/17 15:34,28/03/17 15:34,CREATED,
5051,AFOM05051,ACT003,PNI,28/03/17 18:40,30/03/17 18:40,RETRY-FAILURE,2
5052,AFOM05052,ACT003,PNI,22/03/17 11:23,24/03/17 11:23,RETRY-SUCCESS,1
5053,AFOM05053,ACT002,HFC-SRI,28/03/17 02:40,30/03/17 02:40,STARTED,
5054,AFOM05054,ACT003,PNI,23/03/17 04:19,25/03/17 04:19,RETRY-FAILURE,3
5055,AFOM05055,ACT006,HFC-SRI,24/03/17 15:42,26/03/17 15:42,ERROR,
5056,AFOM05056,ACT007,PNI,22/03/17 12:18,24/03/17 12:18,CREATED,
5057,AFOM05057,ACT004,HFC-SRI,26/03/17 08:23,28/03/17 08:23,RETRY-STARTED,1
5058,AFOM05058,ACT003,PNI,23/03/17 05:15,25/03/17 05:15,CREATED,
5059,AFOM05059,ACT003,PNI,28/03/17 08:19,30/03/17 08:19,ERROR,
5060,AFOM05060,ACT001,FTTN-SRI,26/03/17 02:00,28/03/17 02:00,CLOSED-FAILURE,
5061,AFOM05061,ACT002,HFC-SRI,23/03/17 08:08,25/03/17 08:08,CLOSED-SUCCESSFUL,
5062,AFOM05062,ACT008,FTTN-SRI,25/03/17 15:51,27/03/17 15:51,ERROR,
5063,AFOM05063,ACT003,PNI,22/03/17 09:39,24/03/17 09:39,RETRY-FAILURE,2
